popularity,followers,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
89,14233060,0.618,0.727,-7.224,0,0.208,0.0312,0,0.196,0.401,164.992
89,73133281,0.593,0.789,-4.48,1,0.275,0.16,0,0.619,0.58,91.189
89,73133281,0.483,0.439,-10.212,0,0.238,0.805,0,0.637,0.618,81.986
89,73133281,0.847,0.637,-5.193,1,0.367,0.0258,0.000648,0.382,0.511,165.979
89,73133281,0.522,0.932,-2.87,1,0.255,0.119,0,0.177,0.33,129.473
89,56195188,0.58,0.532,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049
89,14233060,0.793,0.607,-6.488,0,0.082,0.218,4.95E-06,0.348,0.15,140.992
89,56195188,0.415,0.369,-10.044,1,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746
89,14233060,0.415,0.369,-10.044,1,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746
89,24546695,0.654,0.655,-7.388,0,0.106,0.0294,0,0.139,0.221,170.16
89,24546695,0.611,0.871,-3.003,0,0.275,0.0284,0,0.157,0.66,160.032
89,73133281,0.739,0.872,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084
89,73133281,0.876,0.878,-0.929,0,0.168,0.251,0,0.321,0.677,97.99
89,73133281,0.496,0.785,-3.472,1,0.306,0.0328,0,0.0941,0.357,170.02
89,22754657,0.904,0.627,-5.608,1,0.222,0.0303,5.68E-06,0.0923,0.236,145.976
89,73133281,0.594,0.946,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826
89,22754657,0.793,0.399,-7.428,1,0.0951,0.12,0,0.124,0.0379,121.949
89,22754657,0.81,0.582,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004
89,56195188,0.431,0.7,-5.35,1,0.265,0.0901,0,0.216,0.73,157.871
89,14233060,0.884,0.579,-6.847,1,0.299,0.064,2.38E-06,0.182,0.313,144.973
89,8493751,0.396,0.698,-6.633,1,0.298,0.000419,0,0.261,0.306,179.985
89,24546695,0.665,0.535,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842
89,73133281,0.554,0.887,-3.367,1,0.503,0.0803,0,0.15,0.648,172.233
89,24546695,0.732,0.678,-4.977,1,0.0886,0.0867,2.41E-05,0.112,0.196,100.626
89,6354202,0.443,0.518,-6.373,1,0.0266,0.603,0.00225,0.0984,0.323,185.764
89,24546695,0.638,0.523,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913
89,22754657,0.638,0.4,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133
89,14233060,0.758,0.574,-7.833,0,0.217,0.216,0,0.144,0.706,144.081
89,14233060,0.759,0.52,-7.042,1,0.447,0.0187,0,0.313,0.116,123.189
89,22754657,0.46,0.686,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054
89,22754657,0.642,0.782,-3.395,0,0.0477,0.381,0,0.108,0.396,162.005
89,22754657,0.731,0.811,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045
89,14233060,0.701,0.546,-5.918,0,0.133,0.435,0,0.188,0.118,151.9
89,14233060,0.595,0.534,-8.747,1,0.318,0.0106,0.00157,0.107,0.134,162.066
89,24546695,0.8,0.585,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058
89,73133281,0.708,0.843,-2.66,1,0.314,0.397,0,0.799,0.625,148.14
89,24546695,0.577,0.447,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236
89,56195188,0.734,0.766,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986
89,24546695,0.79,0.47,-8.594,1,0.223,0.49,0,0.0884,0.53,126.992
89,56195188,0.658,0.535,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684
89,24546695,0.658,0.535,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684
89,36710194,0.755,0.772,-4.539,0,0.154,0.0605,9.19E-05,0.223,0.586,168.062
89,14233060,0.884,0.436,-9.922,1,0.255,0.011,0,0.101,0.254,119.013
89,56195188,0.637,0.73,-5.38,0,0.0874,0.323,0,0.0982,0.732,93.867
89,73133281,0.421,0.963,-2.16,0,0.415,0.0819,0,0.5,0.494,180.336
89,73133281,0.832,0.683,-4.855,1,0.0606,0.00307,0.0314,0.0643,0.399,149.974
89,6354202,0.633,0.664,-5.037,1,0.0294,0.46,0,0.108,0.268,115.058
89,14233060,0.728,0.628,-4.766,1,0.191,0.01,6.53E-05,0.0735,0.393,160.94
89,14233060,0.676,0.609,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037
89,56195188,0.563,0.75,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906
89,24546695,0.672,0.827,-3.829,0,0.0693,0.101,0,0.16,0.58,127.076
89,73133281,0.876,0.786,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068
89,73133281,0.616,0.684,-6.032,1,0.311,0.0305,0,0.376,0.312,179.503
89,56195188,0.689,0.784,-2.972,1,0.074,0.182,0,0.0843,0.561,99.954
89,14233060,0.766,0.703,-5.877,0,0.163,0.00807,0,0.0618,0.331,163.06
89,73133281,0.52,0.768,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178
89,73133281,0.835,0.869,-4.582,0,0.27,0.248,0,0.462,0.82,140.945
89,22754657,0.893,0.759,-4.245,1,0.309,0.00404,0,0.0865,0.498,80.45
89,22754657,0.804,0.763,-5.48,1,0.0519,0.0678,0,0.368,0.0585,136.052
89,22754657,0.738,0.814,-4.414,0,0.0999,0.132,9.64E-06,0.126,0.483,119.041
89,14233060,0.718,0.679,-5.899,0,0.0706,0.00191,0.0104,0.385,0.205,157.97
89,14233060,0.807,0.678,-3.244,0,0.177,0.0345,0,0.0986,0.21,147.004
89,24546695,0.512,0.734,-5.448,0,0.438,0.431,0,0.226,0.168,93.995
89,6354202,0.614,0.68,-4.58,1,0.0289,0.369,1.84E-06,0.115,0.707,149.959
89,14233060,0.835,0.413,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004
89,14233060,0.725,0.503,-5.646,1,0.209,0.0144,1.52E-06,0.124,0.0636,153.047
89,22754657,0.841,0.728,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049
89,14233060,0.773,0.505,-5.716,0,0.061,0.0485,0,0.158,0.142,160.031
89,22754657,0.745,0.686,-5.7,0,0.0313,0.528,0,0.176,0.437,121.978
89,56195188,0.509,0.637,-4.83,0,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006
89,14233060,0.96,0.547,-6.992,0,0.0786,0.0496,0,0.216,0.186,121.01
89,24546695,0.706,0.557,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98
89,6354202,0.62,0.869,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019
89,14233060,0.813,0.453,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997
89,6354202,0.516,0.748,-6.049,1,0.0289,0.241,0,0.123,0.433,85.004
89,24546695,0.553,0.852,-4.08,0,0.305,0.00713,0,0.463,0.27,176.058
89,6354202,0.631,0.591,-5.785,1,0.0277,0.657,0,0.11,0.489,97.074
89,14233060,0.94,0.532,-5.998,0,0.358,0.12,0,0.0925,0.599,123.043
89,73133281,0.775,0.829,-1.933,1,0.304,0.0606,0,0.33,0.836,176.047
89,73133281,0.664,0.66,-6.108,1,0.321,0.0544,0,0.799,0.54,174.23
89,22754657,0.643,0.499,-6.795,0,0.0308,0.0478,0,0.108,0.363,133.978
89,73133281,0.457,0.906,-2.278,0,0.342,0.249,0,0.182,0.54,104.02
89,14233060,0.903,0.503,-9.188,0,0.335,0.0744,2.09E-05,0.125,0.203,125
89,14233060,0.544,0.607,-6.51,1,0.0489,0.00432,0,0.148,0.177,135.029
89,14233060,0.873,0.591,-7.332,1,0.293,0.00102,0,0.13,0.188,150.057
89,22754657,0.841,0.593,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917
89,22754657,0.782,0.435,-7.033,1,0.156,0.333,1.31E-05,0.342,0.242,82.996
89,36710194,0.807,0.803,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987
89,73133281,0.664,0.692,-4.128,0,0.127,0.237,0,0.0798,0.233,154.924
89,14233060,0.694,0.493,-8.581,1,0.373,0.0331,2.04E-06,0.431,0.313,166.457
89,22754657,0.674,0.506,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965
89,56195188,0.719,0.847,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963
89,56195188,0.583,0.792,-5.894,1,0.0533,0.00321,4.92E-05,0.315,0.397,80.055
89,56195188,0.343,0.65,-4.624,1,0.0909,0.0299,0,0.646,0.315,170.697
89,24546695,0.618,0.582,-9.454,1,0.297,0.625,3.84E-06,0.265,0.48,90.035
89,14233060,0.866,0.72,-6.641,0,0.0646,0.112,0,0.172,0.785,136.077
89,73133281,0.671,0.623,-7.161,1,0.308,0.00998,7.55E-06,0.643,0.195,75.055
89,14233060,0.876,0.63,-4.992,1,0.135,0.0841,0,0.0838,0.316,131.033
89,14233060,0.676,0.432,-9.51,1,0.502,0.00163,3.84E-06,0.0799,0.12,145.869
89,14233060,0.718,0.706,-5.709,1,0.06,0.0128,0,0.352,0.815,170.004
89,73133281,0.661,0.748,-4.809,0,0.206,0.175,0,0.254,0.509,171.983
89,24546695,0.855,0.478,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018
89,22754657,0.855,0.478,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018
89,24546695,0.529,0.845,-8.142,1,0.404,0.244,0,0.143,0.331,85.63
89,14233060,0.719,0.477,-6.439,0,0.178,0.0326,0,0.218,0.297,140.141
89,73133281,0.83,0.546,-5.716,1,0.295,0.227,0,0.112,0.535,182.973
89,22754657,0.689,0.723,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042
89,56195188,0.694,0.671,-4.088,1,0.0444,0.0371,3.14E-05,0.236,0.466,83.999
89,22754657,0.433,0.443,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903
89,73133281,0.637,0.678,-3.798,1,0.266,0.209,0,0.156,0.254,84.039
89,14233060,0.686,0.623,-3.425,1,0.13,0.00287,0.00145,0.219,0.176,140.171
89,14233060,0.645,0.705,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133
89,24546695,0.645,0.705,-5.008,1,0.299,0.000813,0,0.128,0.376,137.133
89,14233060,0.656,0.542,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111
89,56195188,0.735,0.494,-7.607,0,0.115,0.0108,1.05E-06,0.108,0.143,135.159
89,22754657,0.596,0.65,-5.167,1,0.337,0.138,0,0.14,0.188,133.997
89,22754657,0.7,0.46,-8.111,0,0.0661,0.142,4.81E-05,0.111,0.286,151.901
89,24546695,0.413,0.928,-3.671,1,0.321,0.106,0,0.331,0.469,83.203
89,24546695,0.539,0.731,-5.085,0,0.453,0.112,1.19E-06,0.129,0.568,81.114
89,6354202,0.466,0.786,-5.13,1,0.0328,0.417,6.1E-05,0.125,0.571,203.903
89,56195188,0.671,0.314,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898
89,24546695,0.587,0.698,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954
89,56195188,0.897,0.738,-5.314,0,0.228,0.0166,0,0.0573,0.798,133.966
89,56195188,0.735,0.826,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964
89,22754657,0.799,0.616,-8.809,1,0.157,0.319,0,0.134,0.667,114.014
89,14233060,0.637,0.733,-4.413,0,0.0563,0.0149,0,0.162,0.431,131.004
89,56195188,0.745,0.694,-7.519,1,0.128,0.0962,0,0.0454,0.74,95.924
89,24546695,0.853,0.693,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967
89,14233060,0.816,0.414,-7.953,1,0.119,0.423,0,0.125,0.197,150.008
89,22754657,0.776,0.509,-6.266,0,0.467,0.192,1.49E-06,0.115,0.485,94.634
89,14233060,0.725,0.692,-5.742,0,0.257,0.00841,0,0.0912,0.298,169.025
89,22754657,0.823,0.504,-8.65,0,0.16,0.206,0,0.417,0.481,112.985
89,22754657,0.607,0.609,-5.978,0,0.291,0.389,1.6E-05,0.111,0.556,74.946
89,56195188,0.779,0.64,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019
89,22754657,0.676,0.82,-5.217,1,0.0554,0.0493,0,0.615,0.618,152.028
89,14233060,0.412,0.548,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293
89,73133281,0.924,0.853,-1.203,1,0.0792,0.107,1.45E-06,0.129,0.67,114.003
89,73133281,0.771,0.896,-5.289,0,0.129,0.0275,0,0.204,0.0593,112.505
89,14233060,0.596,0.574,-9.373,0,0.212,0.0409,0,0.147,0.439,131.075
89,73133281,0.767,0.864,-1.847,0,0.133,0.0116,0,0.0957,0.747,85.475
89,73133281,0.781,0.853,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049
89,56195188,0.781,0.853,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049
89,56195188,0.613,0.681,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621
89,56195188,0.576,0.912,-3.623,1,0.0403,0.0182,0,0.293,0.727,79.981
89,14233060,0.807,0.736,-6.748,1,0.151,0.109,0.00729,0.104,0.54,154.023
89,14233060,0.874,0.568,-5.896,0,0.224,0.0698,1.38E-05,0.149,0.46,139.995
89,14233060,0.881,0.549,-5.589,1,0.272,0.0091,0,0.137,0.202,144.019
89,22754657,0.28,0.821,-2.864,0,0.111,0.167,0,0.139,0.254,181.444
89,24546695,0.67,0.7,-7.893,1,0.196,0.576,5.34E-06,0.226,0.648,69.986
89,22754657,0.507,0.644,-7.485,1,0.0641,0.00413,0,0.217,0.172,179.913
89,73133281,0.689,0.83,-4.047,0,0.302,0.121,0,0.318,0.703,94.566
89,36710194,0.715,0.706,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997
89,14233060,0.639,0.564,-7.326,1,0.389,0.0329,0,0.228,0.375,175.053
89,73133281,0.516,0.874,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561
89,73133281,0.64,0.841,-2.426,0,0.0466,0.153,0,0.0457,0.0471,121.075
89,24546695,0.568,0.619,-6.899,1,0.414,0.138,1.67E-06,0.11,0.293,170.115
89,22754657,0.835,0.699,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981
89,22754657,0.834,0.731,-5.603,0,0.0566,0.0462,0,0.0731,0.681,140.001
89,14233060,0.868,0.548,-7.864,1,0.171,0.233,2.67E-06,0.181,0.557,139.999
89,22754657,0.691,0.632,-7.598,1,0.0513,0.122,0,0.0646,0.488,169.982
89,14233060,0.691,0.632,-7.598,1,0.0513,0.122,0,0.0646,0.488,169.982
89,22754657,0.91,0.585,-7.572,0,0.257,0.0536,0,0.127,0.599,129.011
89,14233060,0.804,0.456,-7.44,1,0.0468,0.000668,0,0.31,0.165,130.014
89,14233060,0.787,0.329,-9.991,1,0.391,0.0207,2.95E-06,0.118,0.209,137.85
89,73133281,0.646,0.796,-6.152,1,0.366,0.409,0,0.107,0.676,83.093
89,73133281,0.696,0.634,-6.918,0,0.281,0.244,0,0.437,0.728,89.973
89,17315713,0.78,0.718,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949
89,14233060,0.953,0.38,-4.941,1,0.261,0.00957,0,0.127,0.128,133.941
89,24546695,0.542,0.72,-5.136,0,0.0628,0.147,0,0.348,0.623,149.828
89,56195188,0.42,0.69,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014
89,73133281,0.779,0.805,-3.121,1,0.178,0.018,0,0.321,0.557,145.68
89,24546695,0.711,0.611,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093
89,6354202,0.621,0.753,-5.904,0,0.0271,0.581,0.00605,0.215,0.438,127.035
89,14233060,0.641,0.618,-7.166,1,0.0573,0.00622,0,0.0998,0.187,144.948
89,36710194,0.764,0.676,-6.761,0,0.0927,0.389,0,0.215,0.461,97.02
89,56195188,0.48,0.486,-5.754,0,0.0447,0.046,0,0.107,0.265,80.051
89,73133281,0.459,0.899,-2.978,1,0.21,0.0038,0,0.126,0.437,176.384
89,14233060,0.551,0.609,-8.975,1,0.143,0.368,0.000154,0.192,0.324,139.084
89,73133281,0.619,0.972,-0.517,1,0.416,0.13,0,0.782,0.584,169.04
89,56195188,0.31,0.746,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032
89,56195188,0.702,0.715,-5.377,0,0.0425,0.503,2.44E-05,0.126,0.863,127.05
89,14233060,0.795,0.582,-7.365,0,0.054,0.275,0,0.239,0.778,134.055
89,22754657,0.656,0.564,-8.925,0,0.0883,0.0167,1.39E-06,0.165,0.25,150.014
89,14233060,0.734,0.683,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038
89,22754657,0.734,0.683,-6.105,1,0.0776,0.013,0,0.28,0.445,162.038
89,73133281,0.729,0.759,-3.177,0,0.127,0.0361,0,0.0694,0.268,95.935
89,56195188,0.479,0.906,-4.03,0,0.188,0.0406,0,0.051,0.536,155.887
89,56195188,0.824,0.806,-3.438,1,0.0509,0.0506,0,0.0535,0.894,127.961
89,6354202,0.658,0.538,-7.676,1,0.0289,0.657,0,0.123,0.62,136.967
89,24546695,0.487,0.729,-6.815,1,0.271,0.0538,4.07E-06,0.44,0.217,91.048
89,22754657,0.666,0.465,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937
89,22754657,0.594,0.676,-5.808,1,0.344,0.135,0,0.163,0.472,143.477
89,22754657,0.636,0.501,-7.26,0,0.329,0.413,0,0.339,0.196,82.309
89,14233060,0.606,0.66,-5.788,1,0.258,0.743,0,0.396,0.317,83.746
89,36710194,0.878,0.947,-3.054,0,0.0642,0.0631,1.42E-05,0.142,0.811,110.047
89,73133281,0.749,0.794,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959
89,56195188,0.707,0.813,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921
89,14233060,0.732,0.586,-7.868,1,0.232,0.0402,2.66E-06,0.121,0.73,76.48
89,14233060,0.824,0.49,-8.391,1,0.429,0.0369,1.24E-06,0.0807,0.307,165.948
89,14233060,0.649,0.589,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073
89,22754657,0.834,0.73,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008
89,14233060,0.669,0.634,-6.476,1,0.0327,0.0125,0,0.0946,0.496,124.906
89,14233060,0.746,0.497,-5.785,1,0.149,0.00944,8.6E-05,0.101,0.25,160.051
89,14233060,0.507,0.429,-7.726,1,0.326,0.0518,0,0.109,0.0744,91
89,56195188,0.677,0.671,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046
89,56195188,0.583,0.829,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028
89,14233060,0.415,0.674,-8.134,0,0.335,0.131,0,0.202,0.867,134.769
89,73133281,0.809,0.737,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025
89,56195188,0.697,0.467,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082
89,56195188,0.675,0.601,-4.733,0,0.116,0.00372,0,0.0458,0.931,127.938
89,6354202,0.765,0.556,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033
89,24546695,0.698,0.633,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924
89,24546695,0.667,0.508,-10.337,1,0.451,0.341,0,0.644,0.093,89.436
89,24546695,0.796,0.766,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034
89,14233060,0.705,0.474,-7.534,1,0.355,0.0751,0,0.229,0.179,146.244
89,56195188,0.375,0.862,-3.363,0,0.255,0.071,0,0.211,0.478,159.841
89,73133281,0.622,0.861,-4.343,0,0.202,0.292,0,0.217,0.571,82.118
89,6354202,0.576,0.843,-5.26,0,0.029,0.0214,8.04E-05,0.157,0.628,126.009
89,14233060,0.853,0.688,-6.509,0,0.296,0.0118,0,0.151,0.565,150.012
89,6354202,0.589,0.882,-3.039,1,0.035,0.0813,0,0.146,0.793,129.915
89,22754657,0.598,0.427,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469
89,22754657,0.706,0.559,-5.216,0,0.0416,0.0372,0,0.379,0.252,78.534
89,14233060,0.71,0.598,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981
89,56195188,0.71,0.598,-7.598,0,0.0319,0.508,0,0.0971,0.501,119.981
89,73133281,0.663,0.91,-1.629,1,0.317,0.0719,0,0.244,0.342,144.993
89,73133281,0.88,0.787,-5.189,1,0.118,0.226,0,0.12,0.588,113.018
89,73133281,0.81,0.73,-5.209,0,0.223,0.314,0,0.105,0.568,157.004
89,22754657,0.716,0.537,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979
89,14233060,0.864,0.689,-7.273,0,0.22,7.68E-05,0.000467,0.111,0.412,152.946
89,6354202,0.505,0.657,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196
89,56195188,0.794,0.653,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996
89,22754657,0.763,0.628,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958
89,56195188,0.665,0.848,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,119.897
89,24546695,0.884,0.698,-9.101,1,0.364,0.0405,0,0.195,0.575,140.068
89,56195188,0.789,0.706,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.911
89,14233060,0.944,0.579,-4.961,1,0.191,0.0381,0,0.253,0.769,135.033
89,14233060,0.66,0.55,-6.744,1,0.184,0.164,0.000204,0.199,0.299,130.004
89,73133281,0.646,0.932,-4.178,1,0.276,0.045,2.85E-06,0.276,0.518,176.111
89,73133281,0.78,0.808,-5.175,1,0.484,0.112,0,0.329,0.642,79.982
89,14233060,0.755,0.576,-5.427,1,0.155,0.00326,0,0.147,0.555,134.877
89,14233060,0.852,0.438,-7.673,1,0.426,0.0145,0,0.263,0.627,150.945
89,73133281,0.939,0.551,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552
89,14233060,0.801,0.774,-5.125,1,0.157,0.0365,3.03E-06,0.114,0.321,144.988
89,14233060,0.735,0.446,-10.232,1,0.109,0.0071,1.93E-05,0.173,0.121,150.915
89,6354202,0.58,0.752,-5.078,1,0.0267,0.49,0,0.277,0.72,148.108
89,24546695,0.779,0.572,-9.985,0,0.378,0.157,0,0.246,0.647,135.956
89,6354202,0.481,0.715,-5.626,1,0.0334,0.244,0,0.133,0.395,90.966
89,6354202,0.505,0.63,-5.758,1,0.0274,0.572,0,0.121,0.247,85.036
89,22754657,0.855,0.522,-5.54,1,0.226,0.196,0,0.1,0.355,139.917
89,14233060,0.758,0.482,-11.202,0,0.168,0.148,6.88E-06,0.135,0.0977,111.896
89,14233060,0.81,0.458,-7.495,0,0.105,0.266,0,0.174,0.493,125.049
89,22754657,0.692,0.774,-2.48,0,0.0876,0.0623,0,0.873,0.349,134.952
89,14233060,0.765,0.725,-5.651,1,0.051,0.0827,0,0.0744,0.674,139.984
89,14233060,0.615,0.523,-4.246,0,0.267,0.505,4.29E-06,0.11,0.693,127.932
89,73133281,0.608,0.745,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068
89,24546695,0.746,0.798,-8.382,1,0.349,0.137,0,0.139,0.553,109.968
89,14233060,0.718,0.862,-4.915,1,0.0445,0.0135,0,0.24,0.305,138.97
89,36710194,0.786,0.808,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
89,14233060,0.738,0.547,-6.54,1,0.133,0.0522,1.23E-06,0.109,0.306,142.052
89,22754657,0.827,0.591,-7.504,0,0.0744,0.0307,0,0.273,0.402,142.113
89,73133281,0.939,0.742,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978
89,14233060,0.842,0.597,-6.336,1,0.0627,0.00252,0,0.124,0.298,145.992
89,22754657,0.8,0.541,-5.05,0,0.0375,0.0252,0,0.146,0.194,135.99
89,56195188,0.668,0.64,-5.208,0,0.0888,0.049,0,0.0675,0.259,130.004
89,73133281,0.904,0.756,-3.746,1,0.32,0.0692,0,0.339,0.342,140.005
89,14233060,0.852,0.553,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079
89,73133281,0.796,0.793,-3.911,1,0.318,0.323,0,0.332,0.556,90.51
89,22754657,0.925,0.443,-8.216,1,0.264,0.0172,0,0.276,0.35,136.078
89,14233060,0.614,0.66,-2.848,1,0.0441,0.19,0,0.211,0.452,145.01
89,56195188,0.763,0.781,-3.718,1,0.0357,0.00468,5.27E-06,0.116,0.914,106.015
89,14233060,0.758,0.526,-10.81,0,0.255,0.513,0.000457,0.0913,0.312,146.054
89,14233060,0.898,0.577,-7.785,1,0.238,0.0361,0,0.176,0.266,83.018
89,14233060,0.51,0.358,-10.847,1,0.0467,0.125,3.74E-05,0.111,0.171,136.036
89,22754657,0.588,0.567,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009
89,14233060,0.893,0.583,-6.862,1,0.341,0.0265,1.33E-05,0.149,0.115,147
89,14233060,0.573,0.591,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721
89,14233060,0.853,0.805,-3.331,0,0.202,0.146,0.0515,0.204,0.879,134.55
89,22754657,0.713,0.526,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05
89,56195188,0.564,0.71,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972
89,14233060,0.729,0.672,-6.749,1,0.282,0.0265,0,0.244,0.595,159.903
89,22754657,0.675,0.23,-10.363,0,0.204,0.191,0,0.104,0.101,173.962
89,24546695,0.588,0.479,-7.039,1,0.281,0.604,7.2E-06,0.527,0.434,150.414
89,22754657,0.741,0.645,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07
89,73133281,0.688,0.782,-3.683,1,0.158,0.152,0,0.803,0.453,146.324
89,73133281,0.635,0.712,-5.151,0,0.11,0.0131,0,0.187,0.458,78.598
89,73133281,0.848,0.745,-3.052,0,0.221,0.0949,0,0.0796,0.516,137.024
89,56195188,0.452,0.571,-3.992,1,0.0359,0.25,0,0.114,0.327,169.899
89,22754657,0.796,0.5,-7.21,1,0.425,0.118,0,0.155,0.227,75.012
89,22754657,0.691,0.736,-4.993,1,0.0321,0.104,0,0.111,0.0395,140.034
89,14233060,0.831,0.573,-6.408,0,0.221,0.188,0.000883,0.109,0.229,100.015
89,14233060,0.898,0.567,-6.446,1,0.302,0.0165,0,0.109,0.602,141.973
89,22754657,0.773,0.595,-6.062,0,0.161,0.114,2.47E-06,0.13,0.338,123.968
89,14233060,0.773,0.595,-6.062,0,0.161,0.114,2.47E-06,0.13,0.338,123.968
89,14233060,0.798,0.572,-6.627,1,0.17,0.027,0,0.099,0.293,155.933
89,24546695,0.357,0.238,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907
89,6354202,0.635,0.772,-4.825,1,0.0279,0.216,0,0.285,0.948,119.017
89,73133281,0.482,0.781,-5.334,1,0.411,0.629,2.87E-06,0.413,0.336,57.967
89,73133281,0.756,0.747,-5.407,1,0.046,0.0048,0.00536,0.588,0.0687,134.935
89,6354202,0.723,0.809,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007
89,73133281,0.893,0.651,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835
89,73133281,0.727,0.696,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077
89,14233060,0.824,0.595,-6.346,1,0.091,0.0571,3.7E-06,0.0876,0.157,140.039
89,24546695,0.552,0.731,-6.873,1,0.615,0.0536,0,0.258,0.632,174.516
89,24546695,0.825,0.575,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954
89,14233060,0.874,0.552,-7.951,1,0.271,0.000786,0.286,0.144,0.521,147.043
89,56195188,0.629,0.515,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845
