popularity,followers,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
76,7596712,0.719,0.687,-5.923,1,0.0643,0.021,0,0.109,0.544,119.92
76,13281337,0.736,0.795,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066
76,10997233,0.815,0.724,-5.658,1,0.0712,0.0385,0,0.334,0.366,97.957
76,2540109,0.555,0.713,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934
76,4864259,0.731,0.675,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939
76,4403269,0.565,0.491,-6.902,1,0.221,0.0049,0,0.137,0.337,175.694
76,7756133,0.463,0.857,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647
76,10997233,0.635,0.677,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95
76,7907716,0.796,0.467,-6.293,1,0.34,0.202,3.32E-05,0.206,0.4,179.974
76,7647225,0.722,0.758,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047
76,9977853,0.542,0.755,-3.68,1,0.0614,0.0232,0,0.225,0.267,168.22
76,10997233,0.542,0.755,-3.68,1,0.0614,0.0232,0,0.225,0.267,168.22
76,4403269,0.858,0.484,-7.448,0,0.277,0.0241,1.8E-06,0.123,0.329,99.992
76,10997233,0.65,0.723,-5.807,1,0.172,0.311,0,0.412,0.556,146.076
76,2616695,0.8,0.496,-7.135,1,0.0506,0.000298,0,0.0697,0.357,128.29
76,11240505,0.736,0.719,-3.839,1,0.0357,0.256,0,0.0909,0.656,90.013
76,9977853,0.768,0.807,-5.508,0,0.106,0.053,2.99E-06,0.214,0.575,112.001
76,15818295,0.661,0.723,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778
76,7907716,0.871,0.743,-5.442,1,0.277,0.00212,0,0.141,0.576,130.977
76,7647225,0.193,0.401,-6.115,1,0.038,0.88,0,0.164,0.219,184.997
76,7032329,0.543,0.917,-3.391,1,0.0444,0.00572,7.76E-05,0.104,0.329,132.246
76,8335766,0.498,0.916,-3.728,1,0.0662,0.052,1.31E-06,0.0734,0.352,115.045
76,7032329,0.569,0.554,-6.657,1,0.0281,0.459,8.88E-05,0.0748,0.171,98.987
76,10997233,0.49,0.44,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095
76,7907716,0.67,0.515,-6.977,1,0.397,0.0705,0,0.25,0.422,122.006
76,10997233,0.67,0.515,-6.977,1,0.397,0.0705,0,0.25,0.422,122.006
76,5357072,0.803,0.743,-3.602,0,0.0681,0.105,2.12E-06,0.099,0.674,108.005
76,13281337,0.782,0.686,-4.383,1,0.0594,0.253,0,0.08,0.334,75.948
76,9087423,0.836,0.617,-4.363,1,0.0534,0.17,0,0.319,0.866,138.066
76,5357072,0.573,0.545,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378
75,5916398,0.804,0.823,-5.837,1,0.0488,0.104,0,0.2,0.616,126.007
75,6511565,0.489,0.54,-7.046,1,0.0288,0.126,0,0.103,0.27,81.4
75,4963268,0.67,0.661,-6.798,0,0.0466,0.704,0,0.217,0.425,119.985
75,4963268,0.612,0.799,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976
75,5916398,0.885,0.94,-5.908,1,0.0913,0.161,0,0.0675,0.773,110.005
75,9153247,0.759,0.73,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007
75,4963268,0.545,0.854,-4.968,0,0.0289,0.00244,1.2E-06,0.249,0.436,91.967
75,6894484,0.683,0.691,-6.435,0,0.23,0.0379,0,0.0578,0.295,73.469
75,3002681,0.82,0.592,-7.002,1,0.29,0.0149,4.71E-06,0.121,0.4,159.98
75,5311597,0.643,0.783,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084
75,10015350,0.578,0.694,-5.351,1,0.0706,0.0112,0,0.102,0.268,129.921
75,6894484,0.542,0.755,-3.68,1,0.0614,0.0232,0,0.225,0.267,168.22
75,5916398,0.694,0.759,-5.667,0,0.398,0.137,0,0.167,0.77,140.055
75,9153247,0.687,0.449,-10.061,1,0.154,0.109,0,0.282,0.229,142.048
75,9965793,0.781,0.548,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996
75,5916398,0.546,0.871,-5.81,1,0.148,0.139,8.28E-05,0.104,0.303,189.723
75,9965793,0.73,0.483,-8.565,1,0.0879,0.237,7.99E-05,0.31,0.883,87.996
75,4428719,0.678,0.895,-5.339,1,0.0394,0.0582,0,0.0788,0.97,94.965
75,6511565,0.622,0.882,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506
75,6511565,0.67,0.58,-6.586,0,0.144,0.777,0,0.11,0.309,157.997
75,9965793,0.764,0.567,-8.585,1,0.0609,0.0126,9.51E-05,0.257,0.428,89.988
75,5916398,0.611,0.867,-5.298,1,0.0896,0.11,0.000105,0.346,0.336,140.032
75,3970455,0.744,0.619,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997
75,4161657,0.821,0.819,-3.627,1,0.0272,0.0104,5.49E-05,0.145,0.893,126.03
75,10015350,0.6,0.938,-3.806,1,0.0821,0.0173,0,0.355,0.469,144.951
75,5916398,0.806,0.756,-4.093,0,0.208,0.385,0,0.11,0.637,141.97
75,12381953,0.724,0.78,-6.772,1,0.0803,0.139,0,0.0371,0.771,104.024
75,7827356,0.724,0.78,-6.772,1,0.0803,0.139,0,0.0371,0.771,104.024
75,4963268,0.525,0.674,-6.053,1,0.0282,0.0405,0,0.339,0.431,147.978
75,9153247,0.661,0.44,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937
75,6334449,0.434,0.984,-6.201,1,0.123,0.000178,0.000226,0.08,0.158,160.011
75,2883449,0.711,0.906,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916
75,12381953,0.641,0.659,-7.149,0,0.0857,0.541,6.02E-06,0.162,0.628,116.148
75,9965793,0.594,0.721,-7.812,1,0.0957,0.0209,8.55E-06,0.0879,0.253,128.942
75,5311597,0.549,0.878,-5.066,1,0.0358,0.106,6.07E-05,0.176,0.44,104.98
75,3479077,0.734,0.927,-4.244,0,0.042,0.076,0.00134,0.0465,0.901,118.039
75,7306453,0.615,0.676,-5.154,1,0.0715,0.485,0,0.0634,0.259,121.026
75,9965793,0.587,0.229,-11.254,0,0.128,0.92,0,0.1,0.379,75.67
75,3479077,0.661,0.649,-7.668,0,0.0342,0.245,1.22E-05,0.11,0.388,100.893
75,6894484,0.457,0.899,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268
75,6511565,0.351,0.956,-1.996,1,0.245,0.0949,0,0.226,0.446,83.655
75,6511565,0.495,0.762,-3.842,1,0.0862,0.591,0,0.0763,0.708,123.893
75,12381953,0.825,0.876,-6.556,0,0.211,0.00928,1.2E-05,0.205,0.48,120.066
75,10015350,0.414,0.936,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229
75,5311597,0.497,0.927,-4.52,1,0.0371,0.00286,1.26E-06,0.413,0.607,96.991
75,10015350,0.547,0.739,-5.138,1,0.0777,0.0451,0.000233,0.153,0.143,119.006
75,6894484,0.746,0.717,-5.788,0,0.127,0.189,0,0.0704,0.475,109.754
75,10015350,0.454,0.865,-3.841,1,0.0561,0.0323,0,0.186,0.34,166.018
75,9153247,0.663,0.432,-8.553,1,0.0382,0.448,2.62E-05,0.152,0.307,130.108
75,5311597,0.456,0.865,-4.227,1,0.0316,0.0843,0.000512,0.108,0.363,151.978
75,9965793,0.689,0.377,-8.761,1,0.0397,0.285,0,0.268,0.294,143.946
75,7827356,0.757,0.711,-4.643,0,0.0349,0.36,0,0.121,0.817,139.962
75,348204,0.734,0.874,-3.158,1,0.0662,0.168,1.14E-05,0.0489,0.905,122.953
75,6894484,0.616,0.642,-7.274,0,0.0935,0.137,0,0.0958,0.686,82.75
75,6894484,0.602,0.932,-4.05,1,0.066,0.00535,0,0.248,0.619,116.017
75,22454986,0.611,0.319,-10.743,1,0.0357,0.815,0.0151,0.108,0.176,124.92
75,3002681,0.831,0.62,-8.397,0,0.338,0.0582,0,0.119,0.568,133.17
75,4963268,0.608,0.735,-5.497,1,0.0371,0.0156,1.69E-06,0.361,0.773,90.007
75,12381953,0.622,0.708,-5.084,1,0.0444,0.00961,0.00294,0.311,0.455,100.025
75,5916398,0.777,0.57,-6.833,1,0.0472,0.0869,0,0.121,0.321,139.993
75,5916398,0.769,0.829,-5.228,1,0.0661,0.00948,6.65E-05,0.301,0.648,159.943
75,6894484,0.42,0.744,-5.033,1,0.396,0.398,8.54E-06,0.192,0.324,161.792
75,5916398,0.62,0.574,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023
75,6894484,0.57,0.58,-5.547,1,0.21,0.0124,0,0.0498,0.404,171.812
75,5311597,0.523,0.954,-3.051,1,0.0374,0.00385,1.65E-06,0.243,0.901,141.982
75,12381953,0.586,0.712,-4.823,1,0.0969,0.104,6.21E-06,0.0377,0.45,106.024
75,6894484,0.831,0.502,-4.045,0,0.046,0.101,0,0.122,0.101,100.541
75,4963268,0.727,0.626,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97
75,6894484,0.441,0.623,-7.331,0,0.0414,0.135,0,0.14,0.285,78.082
75,10015350,0.753,0.79,-6.783,0,0.0861,0.00184,9.69E-05,0.648,0.588,127.991
75,7306453,0.74,0.783,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011
75,4428719,0.676,0.839,-3.922,0,0.033,0.0175,0,0.0885,0.891,94.013
75,22454986,0.696,0.409,-7.135,1,0.235,0.354,0,0.132,0.0962,84.652
75,5311597,0.547,0.878,-4.224,1,0.0451,0.0638,7.08E-06,0.106,0.592,121.973
75,5311597,0.664,0.708,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07
75,6334449,0.58,0.916,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004
75,10015350,0.457,0.719,-3.921,0,0.0323,0.191,0,0.228,0.168,142.034
75,6894484,0.584,0.531,-6.907,1,0.375,0.0115,0,0.126,0.346,94.907
75,22454986,0.731,0.445,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97
75,6511565,0.456,0.342,-8.162,0,0.0283,0.129,0,0.124,0.224,84.087
75,6894484,0.519,0.851,-6.001,1,0.29,0.118,0,0.178,0.711,123.823
75,6894484,0.656,0.725,-4.067,1,0.0596,0.0262,0,0.0712,0.403,153.873
75,5311597,0.651,0.708,-4.791,1,0.0376,0.582,0,0.0796,0.558,119.964
75,1399833,0.829,0.512,-5.865,0,0.187,0.492,0,0.12,0.638,80.511
75,3479077,0.796,0.777,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722
75,7567306,0.602,0.905,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019
75,6334449,0.554,0.949,-4.928,1,0.0787,0.000318,9.98E-05,0.2,0.233,129.984
75,3479077,0.731,0.813,-7.366,0,0.065,0.00439,3.5E-06,0.26,0.497,130.028
75,10015350,0.162,0.786,-2.353,1,0.038,0.0374,0,0.143,0.138,161.192
75,6894484,0.412,0.548,-6.981,1,0.243,0.0173,0,0.181,0.176,81.293
75,5311597,0.443,0.817,-3.729,1,0.0511,0.318,0,0.374,0.652,168.1
75,9153247,0.655,0.441,-5.245,0,0.0629,0.474,0,0.099,0.273,139.957
75,5311597,0.458,0.976,-3.791,1,0.0459,0.00182,0,0.193,0.76,154.007
75,10015350,0.465,0.956,-3.34,0,0.128,0.00963,0.000101,0.335,0.665,184.126
75,5311597,0.514,0.918,-4.306,1,0.0365,0.0409,0,0.342,0.64,150.033
75,7567306,0.287,0.9,-5.852,1,0.0932,0.00379,1.48E-05,0.0876,0.132,127.997
75,10015350,0.634,0.848,-3.843,0,0.047,0.00237,0,0.0681,0.647,105.055
75,2883449,0.668,0.982,-2.46,1,0.0433,0.00032,0.114,0.253,0.415,127.986
75,3715879,0.725,0.79,-2.331,1,0.197,0.0711,1.14E-06,0.0602,0.763,175.988
75,5916398,0.502,0.786,-4.378,0,0.317,0.255,0,0.65,0.739,169.021
75,4860498,0.759,0.245,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992
75,5916398,0.667,0.741,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908
75,4963268,0.471,0.846,-5.269,1,0.0389,0.00279,2.86E-06,0.145,0.539,100.089
75,6894484,0.77,0.637,-5.53,1,0.345,0.103,0,0.171,0.431,94.966
75,5916398,0.747,0.532,-5.474,0,0.0394,0.0549,2.78E-06,0.121,0.347,77.032
75,5916398,0.884,0.936,-3.931,1,0.167,0.206,0,0.262,0.758,120.004
75,4963268,0.659,0.625,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042
75,4963268,0.46,0.821,-5.333,0,0.0404,0.0528,0,0.0818,0.438,164.144
75,5311597,0.362,0.882,-3.717,1,0.0973,0.0791,0,0.15,0.864,199.811
75,435095,0.503,0.741,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335
75,6894484,0.511,0.718,-6.293,0,0.404,0.000322,0,0.111,0.267,166.42
75,2883449,0.912,0.716,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981
75,6894484,0.611,0.464,-8.068,0,0.294,0.0171,0.214,0.0794,0.274,127.766
75,6431336,0.687,0.677,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052
75,4860498,0.71,0.404,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553
75,5916398,0.712,0.891,-6.457,1,0.24,0.0557,0,0.134,0.799,170.13
75,9666741,0.612,0.289,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18
75,6511565,0.422,0.264,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93
75,6894484,0.598,0.7,-3.903,1,0.205,0.0074,0,0.281,0.558,139.48
75,6334449,0.541,0.968,-4.129,1,0.0396,0.000248,8.28E-06,0.423,0.505,125.04
75,4280558,0.727,0.546,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891
75,6511565,0.69,0.572,-6.131,1,0.0264,0.0451,0,0.0969,0.375,111.92
75,5916398,0.861,0.745,-6.77,1,0.0608,0.00138,1.87E-05,0.141,0.889,150.002
75,5916398,0.827,0.643,-6.414,0,0.0899,0.257,0,0.094,0.433,95.965
75,7827356,0.782,0.762,-5.125,1,0.0274,0.474,1.01E-05,0.129,0.719,113.473
75,4963268,0.517,0.724,-5.953,1,0.0443,0.0146,0,0.151,0.57,143.937
75,10015350,0.56,0.959,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983
75,6894484,0.631,0.755,-7.206,1,0.136,0.00733,0,0.0889,0.439,91.378
75,6511565,0.631,0.755,-7.206,1,0.136,0.00733,0,0.0889,0.439,91.378
75,3479077,0.855,0.749,-4.275,1,0.0583,0.0611,0.0547,0.0451,0.916,125.003
75,5803270,0.583,0.68,-7.809,1,0.422,0.0304,0,0.189,0.343,97.568
75,12381953,0.674,0.485,-12.443,1,0.32,0.00717,0,0.106,0.527,85.265
75,12381953,0.792,0.856,-5.236,0,0.067,0.0159,2.88E-06,0.0981,0.714,127.988
75,5311597,0.707,0.689,-7.097,0,0.0387,0.0255,0,0.383,0.41,119.987
75,4963268,0.434,0.889,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326
75,6894484,0.419,0.668,-7.74,0,0.289,0.0117,0,0.166,0.468,85.711
75,6894484,0.72,0.863,-4.226,1,0.0562,0.0174,0,0.178,0.363,139.98
75,4963268,0.701,0.5,-8.82,1,0.0303,0.46,0,0.234,0.409,97.028
75,5311597,0.477,0.848,-5.419,1,0.0558,0.286,4.77E-05,0.673,0.33,161.014
75,10015350,0.578,0.926,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976
75,6511565,0.469,0.132,-14.001,1,0.0798,0.928,0,0.0873,0.36,66.989
75,6511565,0.63,0.53,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038
75,5056649,0.462,0.981,-2.371,0,0.127,0.00166,0.00894,0.0856,0.547,154.995
75,6894484,0.502,0.652,-7.224,1,0.3,0.0848,0,0.0675,0.648,136.08
75,5311597,0.494,0.936,-2.989,1,0.0418,0.0744,0,0.148,0.582,141.939
75,9965793,0.69,0.578,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961
75,6511565,0.263,0.393,-7.783,1,0.0291,0.856,0,0.0975,0.205,86.806
75,4963268,0.263,0.393,-7.783,1,0.0291,0.856,0,0.0975,0.205,86.806
75,6894484,0.734,0.892,-1.856,1,0.125,0.0648,0,0.58,0.605,138.031
75,2852139,0.484,0.731,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654
75,5916398,0.637,0.448,-7.968,0,0.0617,0.224,0,0.0887,0.224,87.919
75,6894484,0.423,0.842,-4.072,1,0.357,0.00876,0,0.309,0.611,83.59
75,5554108,0.568,0.837,-6.138,1,0.0266,0.09,0.0587,0.0994,0.853,104.988
75,12381953,0.73,0.777,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130
75,6894484,0.66,0.765,-7.121,1,0.245,0.227,0,0.376,0.771,151.073
75,6894484,0.739,0.52,-6.301,1,0.0679,0.0754,0,0.382,0.247,126.037
75,2607779,0.553,0.586,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684
75,5916398,0.824,0.584,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965
75,22454986,0.259,0.437,-6.589,0,0.0386,0.102,1.32E-06,0.106,0.0951,180.042
75,6894484,0.702,0.629,-4.292,1,0.041,0.0506,0,0.0963,0.446,141.967
75,5311597,0.589,0.882,-3.039,1,0.035,0.0813,0,0.146,0.793,129.915
75,6511565,0.567,0.587,-5.626,0,0.0417,0.867,0,0.13,0.572,83.046
75,12381953,0.692,0.728,-5.13,1,0.171,0.0131,0,0.329,0.642,127.995
75,12381953,0.685,0.944,-2.793,1,0.145,0.0856,0,0.0927,0.757,124.987
75,4428719,0.751,0.731,-4.419,0,0.0308,0.0838,0,0.0556,0.973,97.007
75,9965793,0.674,0.428,-9.504,1,0.122,0.121,0,0.132,0.337,84.878
75,12381953,0.763,0.81,-5.118,0,0.0861,0.0311,0,0.316,0.437,108.004
75,3479077,0.808,0.97,-6.098,0,0.0506,0.0569,6.13E-05,0.154,0.868,114.328
75,10015350,0.385,0.654,-6.635,1,0.0342,0.212,0,0.136,0.125,164.196
75,6894484,0.358,0.813,-2.54,1,0.272,0.033,0,0.561,0.439,157.99
75,6511565,0.335,0.43,-5.364,1,0.0322,0.846,0,0.126,0.379,78.259
75,6894484,0.714,0.846,-2.802,0,0.0787,0.00146,0,0.682,0.634,141.976
75,4963268,0.537,0.561,-8.09,1,0.0287,0.275,5.78E-05,0.126,0.35,139.939
75,22454986,0.46,0.566,-5.637,1,0.0502,0.239,5.96E-06,0.0967,0.189,168.408
75,5916398,0.782,0.713,-6.576,0,0.0899,0.0619,0.00125,0.108,0.68,159.839
75,3479077,0.872,0.872,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948
75,1452864,0.824,0.881,-6.158,1,0.221,0.0138,2.56E-06,0.227,0.742,82.013
75,1399833,0.868,0.479,-6.687,0,0.445,0.703,0,0.102,0.776,133.928
75,6894484,0.715,0.68,-6.57,1,0.14,0.00704,0,0.139,0.473,140.991
75,6894484,0.511,0.735,-6.026,1,0.239,0.352,0,0.196,0.379,110.965
75,6511565,0.183,0.664,-4.383,1,0.042,0.148,2.12E-06,0.919,0.4,179.825
75,6894484,0.628,0.692,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887
75,12381953,0.721,0.881,-2.528,1,0.342,0.41,7.61E-06,0.292,0.643,127.759
75,22454986,0.565,0.832,-5.732,0,0.114,0.0247,0,0.26,0.233,112.827
75,12381953,0.592,0.935,-4.317,0,0.0581,0.00879,0.0154,0.132,0.567,125.013
75,6511565,0.447,0.871,-4.606,0,0.123,0.0112,0,0.87,0.195,144.379
75,6894484,0.335,0.769,-6.844,0,0.377,0.0716,0,0.322,0.334,77.275
75,5311597,0.627,0.678,-4.691,1,0.0294,0.185,0,0.374,0.724,100.032
75,6894484,0.502,0.633,-5.8,1,0.419,0.00991,0,0.389,0.552,83.226
75,12381953,0.705,0.805,-4.887,0,0.0595,0.134,0.000139,0.367,0.887,120.022
75,3002681,0.877,0.679,-4.969,0,0.355,0.0458,0,0.0987,0.624,144.93
75,6894484,0.729,0.838,-4.476,0,0.313,0.00612,0,0.0721,0.349,136.869
75,7827356,0.817,0.415,-6.286,1,0.0605,0.00366,0,0.162,0.325,100.026
75,4963268,0.677,0.556,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006
75,6894484,0.545,0.781,-3.616,1,0.185,0.0139,0,0.161,0.277,150.097
75,2883449,0.659,0.911,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999
75,5311597,0.611,0.846,-3.548,1,0.0374,0.178,0,0.12,0.544,129.961
75,6511565,0.693,0.813,-4.361,0,0.066,0.0496,0,0.289,0.515,90.008
75,4963268,0.626,0.516,-6.05,1,0.0388,0.4,0,0.142,0.769,153.653
75,6401050,0.706,0.383,-11.439,1,0.0346,0.764,0,0.0608,0.853,86.991
75,6894484,0.536,0.56,-5.668,1,0.26,0.0379,0,0.114,0.279,139.91
75,6511565,0.767,0.884,-3.674,1,0.161,0.028,0,0.103,0.717,123.01
75,5916398,0.568,0.607,-7.438,0,0.108,0.0867,0,0.0972,0.269,95.056
75,6894484,0.581,0.713,-6.637,0,0.195,0.00981,0,0.216,0.561,166.089
75,6894484,0.68,0.83,-3.922,0,0.0897,0.00169,0,0.382,0.638,102.91
75,5311597,0.525,0.915,-4.351,0,0.0789,0.0156,0,0.66,0.623,149.042
75,5916398,0.742,0.72,-2.876,1,0.116,0.0402,0.000846,0.0839,0.97,77.011
75,9965793,0.585,0.61,-8.388,1,0.0353,0.103,0.000314,0.113,0.0597,94.969
75,6894484,0.541,0.734,-4.232,0,0.166,0.0621,0,0.12,0.321,162.304
75,6894484,0.705,0.873,-1.311,1,0.0504,0.0497,0,0.342,0.619,141.973
75,22454986,0.584,0.7,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944
75,3732847,0.553,0.659,-7.295,1,0.0391,0.0027,0,0.105,0.105,120.146
75,4963268,0.569,0.414,-8.901,1,0.0758,0.633,0,0.0916,0.35,168.029
75,3479077,0.975,0.711,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621
75,6894484,0.648,0.687,-3.766,0,0.0458,0.0078,0,0.358,0.816,77.468
75,4860498,0.846,0.748,-3.512,0,0.078,0.188,0,0.093,0.597,90.006
75,12381953,0.741,0.759,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084
75,6511565,0.361,0.357,-8.423,0,0.0312,0.704,0,0.219,0.153,122.962
75,10015350,0.482,0.873,-3.145,1,0.0853,0.0111,0,0.409,0.737,165.084
75,5311597,0.476,0.92,-3.223,1,0.0329,0.00485,1.15E-05,0.355,0.694,142.952
75,6894484,0.422,0.641,-4.947,0,0.323,0.422,0,0.317,0.654,187.027
75,12381953,0.731,0.74,-6.307,1,0.457,0.449,0,0.13,0.588,96.015
75,1452864,0.963,0.643,-5.785,0,0.117,0.0507,4.94E-05,0.157,0.534,107.005
75,2296602,0.7,0.49,-5.187,1,0.076,0.186,0,0.117,0.569,79.982
75,5803270,0.753,0.505,-7.621,1,0.255,0.534,2.58E-06,0.104,0.419,91.972
75,5311597,0.476,0.952,-3.783,1,0.041,0.0981,2.91E-06,0.438,0.849,170.062
75,5916398,0.619,0.798,-5.517,0,0.381,0.168,0,0.17,0.71,156.151
75,10015350,0.348,0.907,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406
75,6894484,0.59,0.819,-4.472,1,0.111,0.0144,0,0.112,0.423,77.516
75,7567306,0.502,0.417,-7.665,1,0.0718,0.127,0.00419,0.106,0.218,180.301
75,5311597,0.525,0.94,-3.546,1,0.065,0.0283,0,0.236,0.636,140.093
75,6431336,0.441,0.776,-5.787,1,0.198,0.238,4.33E-06,0.923,0.169,109.672
75,6894484,0.6,0.592,-4.947,1,0.0545,0.0191,0,0.0955,0.0663,130.205
75,5311597,0.523,0.666,-4.081,0,0.0327,0.401,0,0.0728,0.564,78.077
75,6894484,0.703,0.681,-6.356,1,0.133,0.00589,0,0.449,0.245,124.928
75,6511565,0.661,0.794,-4.776,1,0.0839,0.0349,0,0.396,0.652,87.983
75,6431336,0.581,0.983,-3.291,0,0.0636,0.00043,0.00654,0.0806,0.417,110.038
75,6176699,0.83,0.763,-3.826,0,0.164,0.218,0,0.314,0.924,87.922
75,22454986,0.748,0.627,-6.029,1,0.0639,0.131,0,0.0852,0.524,120.963
74,8464248,0.342,0.249,-11.812,1,0.0277,0.87,5.09E-05,0.152,0.203,94.746
74,5083107,0.765,0.704,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055
74,2448114,0.906,0.551,-7.439,0,0.356,0.0879,0,0.0661,0.554,100.773
74,6126120,0.491,0.776,-3.887,1,0.0393,0.314,0,0.146,0.428,154.988
74,9913094,0.548,0.889,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048
74,5956459,0.753,0.657,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01
74,1121669,0.843,0.485,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053
74,5242056,0.437,0.589,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631
74,7350033,0.781,0.764,-3.252,1,0.164,0.0175,0,0.102,0.352,146.03
74,8464248,0.694,0.496,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372
74,5083107,0.895,0.491,-10.261,0,0.246,0.0144,0.000988,0.143,0.249,83.505
74,5083107,0.731,0.74,-6.307,1,0.457,0.449,0,0.13,0.588,96.015
74,11490768,0.773,0.747,-4.061,1,0.0885,0.0242,8.99E-06,0.109,0.801,126.014
74,7350033,0.68,0.571,-7.054,1,0.222,0.378,0,0.103,0.0911,145.021
74,7350033,0.589,0.658,-5.288,0,0.203,0.0242,0,0.118,0.251,77.521
74,6126120,0.511,0.798,-4.314,1,0.0498,0.227,6.51E-06,0.184,0.607,183.303
74,5083107,0.706,0.621,-7.793,0,0.134,0.183,0,0.684,0.524,99.961
74,6126120,0.553,0.872,-2.832,0,0.0782,0.198,0,0.0659,0.638,172.138
74,6126120,0.697,0.877,-3.885,1,0.0348,0.00913,6.93E-06,0.0726,0.768,121.534
74,5177724,0.652,0.803,-4.116,0,0.238,0.0165,0,0.307,0.661,95.025
74,7350033,0.821,0.694,-5.169,1,0.229,0.03,0,0.411,0.23,85.047
74,9913094,0.655,0.719,-7.4,1,0.0368,0.0452,1.77E-05,0.109,0.435,124.034
74,6126120,0.447,0.896,-5.57,1,0.173,0.0339,0,0.882,0.533,173.852
74,11119860,0.733,0.897,-3.652,1,0.0389,0.0391,0,0.117,0.649,96.006
74,5083107,0.541,0.734,-4.232,0,0.166,0.0621,0,0.12,0.321,162.304
74,7350033,0.86,0.717,-4.614,0,0.297,0.00246,0,0.159,0.528,148.955
74,7350033,0.609,0.836,-3.442,0,0.264,0.593,0,0.466,0.584,72.099
74,2448114,0.525,0.915,-4.351,0,0.0789,0.0156,0,0.66,0.623,149.042
74,6109826,0.448,0.871,-4.911,1,0.0349,0.00182,1.72E-05,0.0832,0.404,156.049
74,7350033,0.744,0.702,-6.255,0,0.288,0.264,0,0.12,0.338,91.885
74,2448114,0.863,0.515,-7.243,0,0.243,0.0423,0,0.301,0.844,82.985
74,6510326,0.646,0.696,-6.505,1,0.065,0.113,0,0.115,0.18,81.336
74,5177724,0.565,0.771,-5.22,1,0.213,0.00464,0,0.0568,0.573,168.385
74,7350033,0.727,0.513,-7.582,1,0.212,0.00294,0,0.33,0.238,149.981
74,7350033,0.784,0.608,-5.885,1,0.245,0.167,0,0.0871,0.382,90.713
