,Album_Id,Album_Type,Href,Album_Name,Label,Release_date,Release_date_precision,Total_tracks,Uri
424,1IR2nlwX6YVTXXeu2qzoWO,album,https://api.spotify.com/v1/albums/1IR2nlwX6YVTXXeu2qzoWO,If I Know Me,Big Loud Records,2018-04-27,day,14,spotify:album:1IR2nlwX6YVTXXeu2qzoWO
425,1HixYJpe6AJWGDpEbb7ZuE,album,https://api.spotify.com/v1/albums/1HixYJpe6AJWGDpEbb7ZuE,The Way It Feels,Mercury Nashville,2020-04-10,day,15,spotify:album:1HixYJpe6AJWGDpEbb7ZuE
426,6uhEg4ASZYLIilZFCBFy1r,album,https://api.spotify.com/v1/albums/6uhEg4ASZYLIilZFCBFy1r,My Turn (Deluxe),Quality Control/Motown Records,2020-05-01,day,26,spotify:album:6uhEg4ASZYLIilZFCBFy1r
427,3GPiefSRSOxqTrgKJIB7RL,single,https://api.spotify.com/v1/albums/3GPiefSRSOxqTrgKJIB7RL,Over Now (with The Weeknd),Columbia,2020-08-28,day,1,spotify:album:3GPiefSRSOxqTrgKJIB7RL
428,2yuQqhSklmfWgn8lmJNk5t,album,https://api.spotify.com/v1/albums/2yuQqhSklmfWgn8lmJNk5t,Nobody Is Listening,RCA Records Label,2021-01-15,day,11,spotify:album:2yuQqhSklmfWgn8lmJNk5t
429,1fSr7CMs4ewhuylB6NZCPo,album,https://api.spotify.com/v1/albums/1fSr7CMs4ewhuylB6NZCPo,DAYSTAR,One Umbrella Records,2020-09-25,day,17,spotify:album:1fSr7CMs4ewhuylB6NZCPo
430,5eCmZVM5Kspu2B1cyVdSqq,album,https://api.spotify.com/v1/albums/5eCmZVM5Kspu2B1cyVdSqq,Ashlyn,Mom+Pop,2021-05-07,day,14,spotify:album:5eCmZVM5Kspu2B1cyVdSqq
431,2cpCmPs5Efp7w7Cv0LKcuG,single,https://api.spotify.com/v1/albums/2cpCmPs5Efp7w7Cv0LKcuG,Say So (feat. Nicki Minaj),Kemosabe Records/RCA Records,2020-05-01,day,1,spotify:album:2cpCmPs5Efp7w7Cv0LKcuG
432,6Lo6ylJg4qbFfxicPEOzMI,album,https://api.spotify.com/v1/albums/6Lo6ylJg4qbFfxicPEOzMI,Suga,300 Entertainment,2020-03-06,day,9,spotify:album:6Lo6ylJg4qbFfxicPEOzMI
433,2a1AHCq835BXUcX1aTTWqQ,album,https://api.spotify.com/v1/albums/2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,Mogul Vision/Interscope Records,2020-02-06,day,15,spotify:album:2a1AHCq835BXUcX1aTTWqQ
434,389zGArsMlwuPorS4Cw7IX,album,https://api.spotify.com/v1/albums/389zGArsMlwuPorS4Cw7IX,Virgo World,Republic Records,2020-09-18,day,19,spotify:album:389zGArsMlwuPorS4Cw7IX
435,5J7bWCachL4Q662xAfzyJd,single,https://api.spotify.com/v1/albums/5J7bWCachL4Q662xAfzyJd,Me Gusta (with Cardi B & Myke Towers),Warner Records,2020-09-18,day,1,spotify:album:5J7bWCachL4Q662xAfzyJd
436,5gX5NcjipMdzTd5Vhjk40q,single,https://api.spotify.com/v1/albums/5gX5NcjipMdzTd5Vhjk40q,Wet (She Got That…),Think It's A Game/Warner Records,2020-02-14,day,1,spotify:album:5gX5NcjipMdzTd5Vhjk40q
437,49DERKtzOTKNT7T0O4l6m4,album,https://api.spotify.com/v1/albums/49DERKtzOTKNT7T0O4l6m4,The Album,Broken Bow Records,2021-05-28,day,15,spotify:album:49DERKtzOTKNT7T0O4l6m4
438,6slkiHeFK3wW2D1mao0TX3,album,https://api.spotify.com/v1/albums/6slkiHeFK3wW2D1mao0TX3,Detroit 2,"Getting Out Our Dreams, Inc./Def Jam Recordings",2020-09-04,day,21,spotify:album:6slkiHeFK3wW2D1mao0TX3
439,3XpxioqzCTiqOSuHTXuaGf,album,https://api.spotify.com/v1/albums/3XpxioqzCTiqOSuHTXuaGf,GIRL,Columbia Nashville,2019-03-08,day,16,spotify:album:3XpxioqzCTiqOSuHTXuaGf
440,7gWVQxnmBpNv9ZacenAgd8,single,https://api.spotify.com/v1/albums/7gWVQxnmBpNv9ZacenAgd8,Gone Too Soon,Sony Music Nashville,2020-09-15,day,1,spotify:album:7gWVQxnmBpNv9ZacenAgd8
441,0GETdJ0C2pHIqCFLoUa0rP,album,https://api.spotify.com/v1/albums/0GETdJ0C2pHIqCFLoUa0rP,Never Will,Warner Music Nashville,2020-04-03,day,11,spotify:album:0GETdJ0C2pHIqCFLoUa0rP
442,6M562iDRj7JIB2nvrahv0O,single,https://api.spotify.com/v1/albums/6M562iDRj7JIB2nvrahv0O,Lets Link,Arista Records/Columbia Records,2020-08-20,day,1,spotify:album:6M562iDRj7JIB2nvrahv0O
443,2p9gK2BcdrloHNJwarc9gc,single,https://api.spotify.com/v1/albums/2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head),Columbia,2020-02-08,day,1,spotify:album:2p9gK2BcdrloHNJwarc9gc
444,63iWSELt9V1kV6RSMxN7Ii,album,https://api.spotify.com/v1/albums/63iWSELt9V1kV6RSMxN7Ii,Changes,RBMG/Def Jam,2020-02-14,day,17,spotify:album:63iWSELt9V1kV6RSMxN7Ii
445,4NPX54YtocHqTOq6yXDEFM,single,https://api.spotify.com/v1/albums/4NPX54YtocHqTOq6yXDEFM,Party Girl,Columbia,2020-04-21,day,1,spotify:album:4NPX54YtocHqTOq6yXDEFM
446,12TuxCWI6BzfSXaZMKMrPn,album,https://api.spotify.com/v1/albums/12TuxCWI6BzfSXaZMKMrPn,The Voice,Alamo (Geffen Records),2020-12-24,day,16,spotify:album:12TuxCWI6BzfSXaZMKMrPn
447,6k7PNoooJpFHVVd2ZE9t2K,album,https://api.spotify.com/v1/albums/6k7PNoooJpFHVVd2ZE9t2K,Late Nights And Longnecks,The Valory Music Co.,2019-07-26,day,10,spotify:album:6k7PNoooJpFHVVd2ZE9t2K
448,7z4GhRfLqfSkqrj5F3Yt2B,album,https://api.spotify.com/v1/albums/7z4GhRfLqfSkqrj5F3Yt2B,Heaven Or Hell,We Run It Ent./Cactus Jack/Atlantic,2020-03-13,day,12,spotify:album:7z4GhRfLqfSkqrj5F3Yt2B
449,5mUdh6YWnUvf0MfklEk1oi,single,https://api.spotify.com/v1/albums/5mUdh6YWnUvf0MfklEk1oi,Stuck with U,"Ariana Grande & Justin Bieber ""Stuck With U""- Charity",2020-05-08,day,1,spotify:album:5mUdh6YWnUvf0MfklEk1oi
450,6NUcdndmwC54yLd0KosGI2,single,https://api.spotify.com/v1/albums/6NUcdndmwC54yLd0KosGI2,Be A Light,The Valory Music Co.,2020-03-30,day,1,spotify:album:6NUcdndmwC54yLd0KosGI2
451,6AZ3VDmcFGG0rZfJPgUCVp,single,https://api.spotify.com/v1/albums/6AZ3VDmcFGG0rZfJPgUCVp,God Whispered Your Name,Capitol Records Nashville,2020-02-27,day,1,spotify:album:6AZ3VDmcFGG0rZfJPgUCVp
452,2rEH3VUXei9WuwsitItfcv,album,https://api.spotify.com/v1/albums/2rEH3VUXei9WuwsitItfcv,Real Friends,Warner Music Nashville,2019-10-18,day,14,spotify:album:2rEH3VUXei9WuwsitItfcv
453,52u4anZbHd6UInnmHRFzba,album,https://api.spotify.com/v1/albums/52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,Atlantic Records,2019-12-06,day,16,spotify:album:52u4anZbHd6UInnmHRFzba
454,3S4AQxtnqGJOtw1k6ZT111,single,https://api.spotify.com/v1/albums/3S4AQxtnqGJOtw1k6ZT111,"The Plan (From the Motion Picture ""TENET"")","Warner Bros. Entertainment, Inc.",2020-08-22,day,1,spotify:album:3S4AQxtnqGJOtw1k6ZT111
455,5ZQjqg9obFzyGuxGj0mjSi,album,https://api.spotify.com/v1/albums/5ZQjqg9obFzyGuxGj0mjSi,King's Disease,Mass Appeal,2020-08-21,day,13,spotify:album:5ZQjqg9obFzyGuxGj0mjSi
456,1ynyQdPQiXdYJNQEDL1S3d,album,https://api.spotify.com/v1/albums/1ynyQdPQiXdYJNQEDL1S3d,My Turn,Quality Control/Motown Records,2020-02-28,day,20,spotify:album:1ynyQdPQiXdYJNQEDL1S3d
457,3xIwVbGJuAcovYIhzbLO3J,single,https://api.spotify.com/v1/albums/3xIwVbGJuAcovYIhzbLO3J,Toosie Slide,OVO,2020-04-03,day,1,spotify:album:3xIwVbGJuAcovYIhzbLO3J
458,2ALHrcaECfRlJgBOiFII3z,single,https://api.spotify.com/v1/albums/2ALHrcaECfRlJgBOiFII3z,MAMACITA REMIXES,Epic,2020-06-17,day,9,spotify:album:2ALHrcaECfRlJgBOiFII3z
459,0VNOVfFWUXhUx8l3RNas8F,single,https://api.spotify.com/v1/albums/0VNOVfFWUXhUx8l3RNas8F,Past Life (with Selena Gomez),Alamo,2020-06-26,day,1,spotify:album:0VNOVfFWUXhUx8l3RNas8F
460,3ZJSoxsPMkNC9eb6gUn0Q8,single,https://api.spotify.com/v1/albums/3ZJSoxsPMkNC9eb6gUn0Q8,STELLA & STEVE,Republic Records,2019-11-15,day,5,spotify:album:3ZJSoxsPMkNC9eb6gUn0Q8
461,0pGGvcUT08FrwV0RJIIVA9,album,https://api.spotify.com/v1/albums/0pGGvcUT08FrwV0RJIIVA9,Pray 4 Love (Deluxe),Alamo,2020-08-07,day,25,spotify:album:0pGGvcUT08FrwV0RJIIVA9
462,4SdaXWYrMSyTOBkTxNpUPg,album,https://api.spotify.com/v1/albums/4SdaXWYrMSyTOBkTxNpUPg,Brothers,Wheelhouse Records,2019-03-29,day,11,spotify:album:4SdaXWYrMSyTOBkTxNpUPg
463,18EUFrMlX8WDlq7jKCAQ0S,single,https://api.spotify.com/v1/albums/18EUFrMlX8WDlq7jKCAQ0S,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),A$AP Worldwide/Polo Grounds Music/RCA Records,2020-07-30,day,1,spotify:album:18EUFrMlX8WDlq7jKCAQ0S
464,1eleCBhP2R8TXEDquvybwC,single,https://api.spotify.com/v1/albums/1eleCBhP2R8TXEDquvybwC,Be Kind (with Halsey),Astralwerks,2020-05-01,day,1,spotify:album:1eleCBhP2R8TXEDquvybwC
465,0D7yJonn41qsrIQ7YdWk2z,album,https://api.spotify.com/v1/albums/0D7yJonn41qsrIQ7YdWk2z,Nicotine,Alamo,2020-03-26,day,10,spotify:album:0D7yJonn41qsrIQ7YdWk2z
466,4dsMe3EBC8xURaxMhyorgf,album,https://api.spotify.com/v1/albums/4dsMe3EBC8xURaxMhyorgf,Top Shotta,Warner Records,2020-08-10,day,20,spotify:album:4dsMe3EBC8xURaxMhyorgf
467,1wRfMGVxmo1Gokg7nUwHye,single,https://api.spotify.com/v1/albums/1wRfMGVxmo1Gokg7nUwHye,Lewis Street,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2020-07-22,day,2,spotify:album:1wRfMGVxmo1Gokg7nUwHye
468,5pF05wJrbrIvqunE41vWP8,album,https://api.spotify.com/v1/albums/5pF05wJrbrIvqunE41vWP8,No Pressure,Def Jam Recordings,2020-07-24,day,15,spotify:album:5pF05wJrbrIvqunE41vWP8
469,3mMWlBGocBwsS1Q0o9wvlc,album,https://api.spotify.com/v1/albums/3mMWlBGocBwsS1Q0o9wvlc,Where the Light Is,"Surfaces, LLC / TenThousand Projects, LLC",2019-01-06,day,10,spotify:album:3mMWlBGocBwsS1Q0o9wvlc
470,7q6zjWaLw8bN5nYiBWjrus,single,https://api.spotify.com/v1/albums/7q6zjWaLw8bN5nYiBWjrus,THE SCOTTS,Cactus Jack / Epic,2020-04-24,day,1,spotify:album:7q6zjWaLw8bN5nYiBWjrus
471,6OQ9gBfg5EXeNAEwGSs6jK,album,https://api.spotify.com/v1/albums/6OQ9gBfg5EXeNAEwGSs6jK,Dark Lane Demo Tapes,OVO,2020-05-01,day,14,spotify:album:6OQ9gBfg5EXeNAEwGSs6jK
472,4Cr6vlJh83a5Eby9DZRPwD,single,https://api.spotify.com/v1/albums/4Cr6vlJh83a5Eby9DZRPwD,The Adventures of Moon Man & Slim Shady (with Eminem),Republic Records,2020-07-10,day,1,spotify:album:4Cr6vlJh83a5Eby9DZRPwD
473,0MJ0Sjfn5PCa4kpUbU31JR,single,https://api.spotify.com/v1/albums/0MJ0Sjfn5PCa4kpUbU31JR,Life On Earth - EP,LVRN/Interscope Records,2020-07-10,day,5,spotify:album:0MJ0Sjfn5PCa4kpUbU31JR
474,5gnWhEFNbtCn0RLG2cp90g,album,https://api.spotify.com/v1/albums/5gnWhEFNbtCn0RLG2cp90g,Center Point Road,The Valory Music Co.,2019-05-31,day,16,spotify:album:5gnWhEFNbtCn0RLG2cp90g
475,6q8AAimjVfKuv9PrI5xto9,album,https://api.spotify.com/v1/albums/6q8AAimjVfKuv9PrI5xto9,TattleTales,Scumgang Records,2020-09-04,day,15,spotify:album:6q8AAimjVfKuv9PrI5xto9
476,6d1vGZsr6Uy3h9IigBpPAf,album,https://api.spotify.com/v1/albums/6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo,Victor Victor Worldwide/Republic Records,2019-07-26,day,9,spotify:album:6d1vGZsr6Uy3h9IigBpPAf
477,0NC1AcoK5y2cBLwzej6tqE,single,https://api.spotify.com/v1/albums/0NC1AcoK5y2cBLwzej6tqE,P*$$Y Fairy (OTW),Def Jam Recordings,2020-01-17,day,1,spotify:album:0NC1AcoK5y2cBLwzej6tqE
478,7jQPy8GhgSuT5A54pb5sHx,single,https://api.spotify.com/v1/albums/7jQPy8GhgSuT5A54pb5sHx,Wash Us In The Blood,Getting Out Our Dreams II / Def Jam Recordings,2020-06-30,day,1,spotify:album:7jQPy8GhgSuT5A54pb5sHx
479,5Z6UUS0n3Oz7i2bDLEdbWL,single,https://api.spotify.com/v1/albums/5Z6UUS0n3Oz7i2bDLEdbWL,After A Few,Mercury Nashville,2019-01-18,day,1,spotify:album:5Z6UUS0n3Oz7i2bDLEdbWL
480,5lJqux7orBlA1QzyiBGti1,album,https://api.spotify.com/v1/albums/5lJqux7orBlA1QzyiBGti1,YHLQMDLG,Rimas Entertainment LLC,2020-02-29,day,20,spotify:album:5lJqux7orBlA1QzyiBGti1
481,2DFoTBlnZYCW4FuHAZxJMj,album,https://api.spotify.com/v1/albums/2DFoTBlnZYCW4FuHAZxJMj,Seasons Change,Sony Music Entertainment,2018-01-12,day,11,spotify:album:2DFoTBlnZYCW4FuHAZxJMj
482,0oAcM66E5nKMk0aUryeVT0,single,https://api.spotify.com/v1/albums/0oAcM66E5nKMk0aUryeVT0,YAYA,Create Music Group,2020-07-03,day,1,spotify:album:0oAcM66E5nKMk0aUryeVT0
483,4Kd33JPxTOcjTM29FrKoyT,album,https://api.spotify.com/v1/albums/4Kd33JPxTOcjTM29FrKoyT,Fully Loaded: God's Country,Warner Music Nashville,2019-12-13,day,12,spotify:album:4Kd33JPxTOcjTM29FrKoyT
484,4UxlLk460BnmQlRV3WiORh,album,https://api.spotify.com/v1/albums/4UxlLk460BnmQlRV3WiORh,everything means nothing,Alamo,2020-08-21,day,12,spotify:album:4UxlLk460BnmQlRV3WiORh
485,3MJxH055n52Rbm8RLlpJcN,single,https://api.spotify.com/v1/albums/3MJxH055n52Rbm8RLlpJcN,BLACK PARADE,Parkwood Entertainment/Columbia,2020-06-19,day,1,spotify:album:3MJxH055n52Rbm8RLlpJcN
486,37O0Syq7Db1kydzUH8TbwB,single,https://api.spotify.com/v1/albums/37O0Syq7Db1kydzUH8TbwB,6pc Hot EP,LVRN/Interscope Records,2020-06-26,day,6,spotify:album:37O0Syq7Db1kydzUH8TbwB
487,2m5J1DUH7hJpPSOromIqpN,single,https://api.spotify.com/v1/albums/2m5J1DUH7hJpPSOromIqpN,Daisies,Capitol Records,2020-05-15,day,1,spotify:album:2m5J1DUH7hJpPSOromIqpN
488,7z20vHCSgu68lplj1Q976a,album,https://api.spotify.com/v1/albums/7z20vHCSgu68lplj1Q976a,PARTYMOBILE,OVO Sound,2020-03-27,day,15,spotify:album:7z20vHCSgu68lplj1Q976a
489,7wWQFNpOLyRK6y4Ch1NaQe,single,https://api.spotify.com/v1/albums/7wWQFNpOLyRK6y4Ch1NaQe,Stick That In Your Country Song,EMI Music Nashville (ERN),2020-06-25,day,1,spotify:album:7wWQFNpOLyRK6y4Ch1NaQe
490,61oSbcEqPRT4bTnP4YCQvt,single,https://api.spotify.com/v1/albums/61oSbcEqPRT4bTnP4YCQvt,BRELAND EP,Bad Realm/Atlantic,2020-05-22,day,7,spotify:album:61oSbcEqPRT4bTnP4YCQvt
491,0i96PtPJV65ddxsfMfo45F,single,https://api.spotify.com/v1/albums/0i96PtPJV65ddxsfMfo45F,XV,Republic Records,2020-05-15,day,2,spotify:album:0i96PtPJV65ddxsfMfo45F
492,1wEEKxybMlEo2Hob9oQA2y,single,https://api.spotify.com/v1/albums/1wEEKxybMlEo2Hob9oQA2y,Shotta Flow 5,Warner Records,2020-06-12,day,1,spotify:album:1wEEKxybMlEo2Hob9oQA2y
493,44gX26I9jSjyy1KXAgquPc,album,https://api.spotify.com/v1/albums/44gX26I9jSjyy1KXAgquPc,Carly Pearce,"Big Machine Records, LLC",2020-02-14,day,13,spotify:album:44gX26I9jSjyy1KXAgquPc
494,4i3rAwPw7Ln2YrKDusaWyT,single,https://api.spotify.com/v1/albums/4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,Darkroom/Interscope Records,2019-11-13,day,1,spotify:album:4i3rAwPw7Ln2YrKDusaWyT
495,0MXpE6m0mEK0r3TuERb9Yd,single,https://api.spotify.com/v1/albums/0MXpE6m0mEK0r3TuERb9Yd,Snow On Tha Bluff,"Dreamville, Inc., Under exclusive license to Roc Nation Records",2020-06-16,day,1,spotify:album:0MXpE6m0mEK0r3TuERb9Yd
496,4v0IxMbMN975IfxFHzgK9d,album,https://api.spotify.com/v1/albums/4v0IxMbMN975IfxFHzgK9d,Artist 2.0 (Deluxe),Highbridge the Label / Atlantic Records,2020-06-19,day,29,spotify:album:4v0IxMbMN975IfxFHzgK9d
497,2PFiZ23ZyPTcgwmXk4X6o0,single,https://api.spotify.com/v1/albums/2PFiZ23ZyPTcgwmXk4X6o0,Tommy Lee (feat. Post Malone),Epic/London Ent.,2020-06-12,day,1,spotify:album:2PFiZ23ZyPTcgwmXk4X6o0
498,4h3HXlnt6lryGzGbWmcFuY,single,https://api.spotify.com/v1/albums/4h3HXlnt6lryGzGbWmcFuY,Level of Concern,Fueled By Ramen,2020-04-09,day,1,spotify:album:4h3HXlnt6lryGzGbWmcFuY
499,77jliuSc2k0yq3wjl62fSP,single,https://api.spotify.com/v1/albums/77jliuSc2k0yq3wjl62fSP,One Shot (feat. Lil Baby) [From Road To Fast 9 Mixtape],"Never Broke Again, LLC",2020-06-18,day,1,spotify:album:77jliuSc2k0yq3wjl62fSP
500,7lKQtdok7NUmUJEAmN853z,album,https://api.spotify.com/v1/albums/7lKQtdok7NUmUJEAmN853z,Hood Life Krisis Vol. 1,G*STARR ENT,2019-10-11,day,7,spotify:album:7lKQtdok7NUmUJEAmN853z
501,5VVILXgB1joAxfZkOlWs8U,single,https://api.spotify.com/v1/albums/5VVILXgB1joAxfZkOlWs8U,All In,Quality Control/Motown Records,2020-04-23,day,1,spotify:album:5VVILXgB1joAxfZkOlWs8U
502,3tRmxSQyoyXXwcVDcUFQic,single,https://api.spotify.com/v1/albums/3tRmxSQyoyXXwcVDcUFQic,July (feat. Leon Bridges),Records/Columbia,2019-11-08,day,1,spotify:album:3tRmxSQyoyXXwcVDcUFQic
503,2Om5VEKaBd4Afht33ToQGD,album,https://api.spotify.com/v1/albums/2Om5VEKaBd4Afht33ToQGD,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,Columbia,2020-05-29,day,12,spotify:album:2Om5VEKaBd4Afht33ToQGD
504,4zOhjJfe0dwqsNdDYk622E,single,https://api.spotify.com/v1/albums/4zOhjJfe0dwqsNdDYk622E,Ride It,Ministry of Sound Recordings,2019-07-26,day,1,spotify:album:4zOhjJfe0dwqsNdDYk622E
505,6dXAQwV3WFaTuhUNijvMXH,compilation,https://api.spotify.com/v1/albums/6dXAQwV3WFaTuhUNijvMXH,Hip Hop Hits Now,Warner Music Group - X5 Music Group,2023-06-30,day,25,spotify:album:6dXAQwV3WFaTuhUNijvMXH
506,6LURWtPusB5fGenqj0lbFd,album,https://api.spotify.com/v1/albums/6LURWtPusB5fGenqj0lbFd,Cry Pretty,Capitol Nashville,2018-09-14,day,13,spotify:album:6LURWtPusB5fGenqj0lbFd
507,3P7EIeXmzJQNT1xs4Q6Xzd,album,https://api.spotify.com/v1/albums/3P7EIeXmzJQNT1xs4Q6Xzd,Sleepy Hallow Presents: Sleepy For President,Winners Circle Entertainment Inc / EMPIRE,2020-06-05,day,12,spotify:album:3P7EIeXmzJQNT1xs4Q6Xzd
508,2wuL1uyt3S0NLwuhu9yLWM,single,https://api.spotify.com/v1/albums/2wuL1uyt3S0NLwuhu9yLWM,The Man Who Loves You The Most,Home Grown Music,2020-06-12,day,1,spotify:album:2wuL1uyt3S0NLwuhu9yLWM
509,3Vsbl0diFGw8HNSjG8ue9m,album,https://api.spotify.com/v1/albums/3Vsbl0diFGw8HNSjG8ue9m,Romance,Syco Music/Epic,2019-12-06,day,14,spotify:album:3Vsbl0diFGw8HNSjG8ue9m
510,0UywfDKYlyiu1b38DRrzYD,single,https://api.spotify.com/v1/albums/0UywfDKYlyiu1b38DRrzYD,Dance Monkey (Stripped Back) / Dance Monkey,Elektra (NEK),2019-10-17,day,2,spotify:album:0UywfDKYlyiu1b38DRrzYD
511,1Sf8GsXG32t0jNrX11xqWx,album,https://api.spotify.com/v1/albums/1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,Cactus Jack / Epic,2019-12-27,day,7,spotify:album:1Sf8GsXG32t0jNrX11xqWx
512,6y6lP1WRfqEhv8RLy4ufZB,single,https://api.spotify.com/v1/albums/6y6lP1WRfqEhv8RLy4ufZB,Sour Candy (with BLACKPINK),Interscope Records,2020-05-28,day,1,spotify:album:6y6lP1WRfqEhv8RLy4ufZB
513,0jk3nAmtiIfwLU4CvDDMaS,album,https://api.spotify.com/v1/albums/0jk3nAmtiIfwLU4CvDDMaS,Good Intentions,Republic Records,2020-05-08,day,18,spotify:album:0jk3nAmtiIfwLU4CvDDMaS
514,7IyoGB8J31fvQDwGtHAq9m,album,https://api.spotify.com/v1/albums/7IyoGB8J31fvQDwGtHAq9m,Eternal Atake,Generation Now/Atlantic,2020-03-06,day,18,spotify:album:7IyoGB8J31fvQDwGtHAq9m
515,5dFvrQbnd2vHsAI7GnGype,single,https://api.spotify.com/v1/albums/5dFvrQbnd2vHsAI7GnGype,Hard Days,The Valory Music Co.,2020-06-05,day,1,spotify:album:5dFvrQbnd2vHsAI7GnGype
516,3TJSHb2z7Zo2K8ff8bMSik,album,https://api.spotify.com/v1/albums/3TJSHb2z7Zo2K8ff8bMSik,Ticket To L.A.,BMLG Records,2018-12-07,day,13,spotify:album:3TJSHb2z7Zo2K8ff8bMSik
517,4bNPOFOzxGhF5jhfIK6lit,album,https://api.spotify.com/v1/albums/4bNPOFOzxGhF5jhfIK6lit,High Off Life,Epic/Freebandz,2020-05-15,day,21,spotify:album:4bNPOFOzxGhF5jhfIK6lit
518,30mVH408jo6oYaMduiwX66,single,https://api.spotify.com/v1/albums/30mVH408jo6oYaMduiwX66,Worldwide Beautiful,RCA Records Label Nashville,2020-06-04,day,1,spotify:album:30mVH408jo6oYaMduiwX66
519,4KEOAWBMpvJrIZ7tQfx44i,single,https://api.spotify.com/v1/albums/4KEOAWBMpvJrIZ7tQfx44i,TKN (feat. Travis Scott),Columbia,2020-05-28,day,1,spotify:album:4KEOAWBMpvJrIZ7tQfx44i
520,4otkd9As6YaxxEkIjXPiZ6,album,https://api.spotify.com/v1/albums/4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,Shady/Aftermath/Interscope Records,2020-01-17,day,20,spotify:album:4otkd9As6YaxxEkIjXPiZ6
521,2CYr9450iYkEWq4IWL8plY,album,https://api.spotify.com/v1/albums/2CYr9450iYkEWq4IWL8plY,Lil Boat 3,Quality Control Music/Motown Records,2020-05-29,day,19,spotify:album:2CYr9450iYkEWq4IWL8plY
522,7JtT7OyWM8BnIS5FXXPMKg,album,https://api.spotify.com/v1/albums/7JtT7OyWM8BnIS5FXXPMKg,Emmanuel,"2020 Real Hasta La Muerte, LLC",2020-05-29,day,22,spotify:album:7JtT7OyWM8BnIS5FXXPMKg
523,7tcs1X9pzFvcLOPuhCstQJ,album,https://api.spotify.com/v1/albums/7tcs1X9pzFvcLOPuhCstQJ,Golden Hour,Kygo,2020-05-29,day,18,spotify:album:7tcs1X9pzFvcLOPuhCstQJ
524,1y0pdsLO6cixGzAv7Sf8rf,single,https://api.spotify.com/v1/albums/1y0pdsLO6cixGzAv7Sf8rf,Sigues Con El,Rimas Entertainment LLC.,2019-12-13,day,1,spotify:album:1y0pdsLO6cixGzAv7Sf8rf
525,6EobpC5SDFy5DF50dWNVGF,single,https://api.spotify.com/v1/albums/6EobpC5SDFy5DF50dWNVGF,RITMO (Bad Boys For Life),Epic/We The Best,2019-10-12,day,1,spotify:album:6EobpC5SDFy5DF50dWNVGF
526,5v6VnHvsnu2GnmQmZElrP8,single,https://api.spotify.com/v1/albums/5v6VnHvsnu2GnmQmZElrP8,SKYBOX,300 Entertainment,2020-03-06,day,1,spotify:album:5v6VnHvsnu2GnmQmZElrP8
527,7lhFsAaVCFaYbkNvBMw5Zf,album,https://api.spotify.com/v1/albums/7lhFsAaVCFaYbkNvBMw5Zf,D-2,BIGHIT MUSIC,2020-05-22,day,10,spotify:album:7lhFsAaVCFaYbkNvBMw5Zf
528,5658aM19fA3JVwTK6eQX70,album,https://api.spotify.com/v1/albums/5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,Vertigo Berlin,2019-05-17,day,12,spotify:album:5658aM19fA3JVwTK6eQX70
529,2WrNHOba5u6P9S9xEboaUy,album,https://api.spotify.com/v1/albums/2WrNHOba5u6P9S9xEboaUy,Perfect Ten,10 Summers Records/Interscope Records,2019-06-28,day,10,spotify:album:2WrNHOba5u6P9S9xEboaUy
530,7eJt0QB6bN6JiqoBTVO7KS,album,https://api.spotify.com/v1/albums/7eJt0QB6bN6JiqoBTVO7KS,Time Served (Deluxe),N-Less Entertainment/Interscope Records,2020-05-15,day,22,spotify:album:7eJt0QB6bN6JiqoBTVO7KS
531,7m3LlqH5j3aGBaJ6M6anIm,album,https://api.spotify.com/v1/albums/7m3LlqH5j3aGBaJ6M6anIm,PTSD,Alamo,2019-06-14,day,12,spotify:album:7m3LlqH5j3aGBaJ6M6anIm
532,26d9EFfi2YSvhQv7KKcrNw,album,https://api.spotify.com/v1/albums/26d9EFfi2YSvhQv7KKcrNw,State of Emergency,Columbia,2020-05-08,day,7,spotify:album:26d9EFfi2YSvhQv7KKcrNw
533,6ROLwnmW9pOioLned0DaP3,album,https://api.spotify.com/v1/albums/6ROLwnmW9pOioLned0DaP3,It Was Good Until It Wasn't,TSNMI / Atlantic,2020-05-08,day,15,spotify:album:6ROLwnmW9pOioLned0DaP3
534,44msshHeN6irJ1md7GVSlU,single,https://api.spotify.com/v1/albums/44msshHeN6irJ1md7GVSlU,I’m Ready (with Demi Lovato),Capitol,2020-04-16,day,1,spotify:album:44msshHeN6irJ1md7GVSlU
535,6qon3hv0lhwK8o57PvVWZl,album,https://api.spotify.com/v1/albums/6qon3hv0lhwK8o57PvVWZl,Lady Like,Atlantic/Warner Music Nashville,2020-03-27,day,8,spotify:album:6qon3hv0lhwK8o57PvVWZl
