,Album_Id,Album_Type,Href,Album_Name,Label,Release_date,Release_date_precision,Total_tracks,Uri
0,21jF5jlMtzo94wbxmJ18aa,album,https://api.spotify.com/v1/albums/21jF5jlMtzo94wbxmJ18aa,30,Columbia,2021-11-19,day,12,spotify:album:21jF5jlMtzo94wbxmJ18aa
1,4QLAtpLNUsHEYrcHXmMIZZ,single,https://api.spotify.com/v1/albums/4QLAtpLNUsHEYrcHXmMIZZ,STAY (with Justin Bieber),Columbia,2021-07-09,day,1,spotify:album:4QLAtpLNUsHEYrcHXmMIZZ
2,622NFw5Yk0OReMJ2XWcXUh,single,https://api.spotify.com/v1/albums/622NFw5Yk0OReMJ2XWcXUh,INDUSTRY BABY (feat. Jack Harlow),Columbia,2021-07-23,day,1,spotify:album:622NFw5Yk0OReMJ2XWcXUh
3,4sShdTo9jO2RGLgDkZBgN8,album,https://api.spotify.com/v1/albums/4sShdTo9jO2RGLgDkZBgN8,Country Stuff The Album,Monument Records,2022-01-21,day,13,spotify:album:4sShdTo9jO2RGLgDkZBgN8
4,32iAEBstCjauDhyKpGjTuq,album,https://api.spotify.com/v1/albums/32iAEBstCjauDhyKpGjTuq,=,Atlantic Records UK,2021-10-29,day,14,spotify:album:32iAEBstCjauDhyKpGjTuq
5,3SpBlxme9WbeQdI9kx7KAV,album,https://api.spotify.com/v1/albums/3SpBlxme9WbeQdI9kx7KAV,Certified Lover Boy,OVO,2021-09-03,day,21,spotify:album:3SpBlxme9WbeQdI9kx7KAV
6,6s84u2TUpR3wdUv4NgKA2j,album,https://api.spotify.com/v1/albums/6s84u2TUpR3wdUv4NgKA2j,SOUR,Olivia Rodrigo PS,2021-05-21,day,11,spotify:album:6s84u2TUpR3wdUv4NgKA2j
7,1nAQbHeOWTfQzbOoFrvndW,album,https://api.spotify.com/v1/albums/1nAQbHeOWTfQzbOoFrvndW,Planet Her,Kemosabe Records/RCA Records,2021-06-25,day,14,spotify:album:1nAQbHeOWTfQzbOoFrvndW
8,5lKlFlReHOLShQKyRv6AL9,album,https://api.spotify.com/v1/albums/5lKlFlReHOLShQKyRv6AL9,Future Nostalgia,Warner Records,2020-03-27,day,13,spotify:album:5lKlFlReHOLShQKyRv6AL9
9,0Rn8NAh8NnoaCOt8r8Tc3e,single,https://api.spotify.com/v1/albums/0Rn8NAh8NnoaCOt8r8Tc3e,Essence (feat. Justin Bieber & Tems),Starboy/RCA Records,2021-08-13,day,1,spotify:album:0Rn8NAh8NnoaCOt8r8Tc3e
10,5bfpRtBW7RNRdsm3tRyl3R,album,https://api.spotify.com/v1/albums/5bfpRtBW7RNRdsm3tRyl3R,Dreamland,Polydor Records,2020-08-07,day,16,spotify:album:5bfpRtBW7RNRdsm3tRyl3R
11,2qJw6w5XwQO0PQlSWPu7Tw,album,https://api.spotify.com/v1/albums/2qJw6w5XwQO0PQlSWPu7Tw,Chosen,RCA Records Label,2017-12-08,day,7,spotify:album:2qJw6w5XwQO0PQlSWPu7Tw
12,5D8Rdb09BkmHscEGSWAlA6,single,https://api.spotify.com/v1/albums/5D8Rdb09BkmHscEGSWAlA6,Cold Heart (PNAU Remix),EMI,2021-08-13,day,1,spotify:album:5D8Rdb09BkmHscEGSWAlA6
13,2fyOpT5c9kxR8zbDh6UtXh,single,https://api.spotify.com/v1/albums/2fyOpT5c9kxR8zbDh6UtXh,Save Your Tears (Remix),Republic Records,2021-04-23,day,1,spotify:album:2fyOpT5c9kxR8zbDh6UtXh
14,2cydSJJLXu2TtP9VoOnGn4,album,https://api.spotify.com/v1/albums/2cydSJJLXu2TtP9VoOnGn4,MACON,Broken Bow Records,2021-11-12,day,15,spotify:album:2cydSJJLXu2TtP9VoOnGn4
15,39McjovZ3M6n5SFtNmWTdp,single,https://api.spotify.com/v1/albums/39McjovZ3M6n5SFtNmWTdp,My Universe,Parlophone UK,2021-09-24,day,2,spotify:album:39McjovZ3M6n5SFtNmWTdp
16,338LPt19lJ2GiGmxDSOAtR,album,https://api.spotify.com/v1/albums/338LPt19lJ2GiGmxDSOAtR,Who is Nardo Wick?,Flawless Ent./RCA Records,2021-12-03,day,18,spotify:album:338LPt19lJ2GiGmxDSOAtR
17,2kZyqn4Cmr78D74K9TcO4K,album,https://api.spotify.com/v1/albums/2kZyqn4Cmr78D74K9TcO4K,THE ANXIETY,"MSFTSMusic / Roc Nation Records, LLC",2020-03-13,day,10,spotify:album:2kZyqn4Cmr78D74K9TcO4K
18,6pOiDiuDQqrmo5DbG0ZubR,album,https://api.spotify.com/v1/albums/6pOiDiuDQqrmo5DbG0ZubR,MONTERO,Columbia,2021-09-17,day,15,spotify:album:6pOiDiuDQqrmo5DbG0ZubR
19,5QUwCi1lbk0kZ5k87fRNbK,single,https://api.spotify.com/v1/albums/5QUwCi1lbk0kZ5k87fRNbK,Chasing After You (with Maren Morris),Arista Nashville,2021-02-12,day,1,spotify:album:5QUwCi1lbk0kZ5k87fRNbK
20,2Dbe9L757CSQbhnbW5PVSH,album,https://api.spotify.com/v1/albums/2Dbe9L757CSQbhnbW5PVSH,Paradise Again,Republic Records,2022-04-15,day,17,spotify:album:2Dbe9L757CSQbhnbW5PVSH
21,6WiT88vIBXoUlSSN01IvRk,single,https://api.spotify.com/v1/albums/6WiT88vIBXoUlSSN01IvRk,Let's Go Brandon,Bryson Gray,2021-10-15,day,1,spotify:album:6WiT88vIBXoUlSSN01IvRk
22,2A5ksnhz7YWbRLvFMjX1j1,single,https://api.spotify.com/v1/albums/2A5ksnhz7YWbRLvFMjX1j1,Pepas,Sony Music Latin,2021-06-24,day,1,spotify:album:2A5ksnhz7YWbRLvFMjX1j1
23,6lheAtw3IcJvflIhLbykih,album,https://api.spotify.com/v1/albums/6lheAtw3IcJvflIhLbykih,CKay The First,Chocolate City Music,2019-08-30,day,8,spotify:album:6lheAtw3IcJvflIhLbykih
24,2u3jlJ2s3muzlGI3gFYQec,compilation,https://api.spotify.com/v1/albums/2u3jlJ2s3muzlGI3gFYQec,Monsoon Love Vol 20,UME - Global Clearing House,2023-07-04,day,27,spotify:album:2u3jlJ2s3muzlGI3gFYQec
25,0JGOiO34nwfUdDrD612dOp,album,https://api.spotify.com/v1/albums/0JGOiO34nwfUdDrD612dOp,Happier Than Ever,Darkroom/Interscope Records,2021-07-30,day,16,spotify:album:0JGOiO34nwfUdDrD612dOp
26,5ffogo3K3fYibGWa93IzUe,album,https://api.spotify.com/v1/albums/5ffogo3K3fYibGWa93IzUe,A Gangsta’s Pain,CMG/N-Less/Interscope Records,2021-04-23,day,22,spotify:album:5ffogo3K3fYibGWa93IzUe
27,2wcv0lHk5fUYyNGKugGa7q,single,https://api.spotify.com/v1/albums/2wcv0lHk5fUYyNGKugGa7q,Better Days (NEIKED x Mae Muller x Polo G),Capitol Records UK / EMI,2021-09-24,day,1,spotify:album:2wcv0lHk5fUYyNGKugGa7q
28,2y9DFhTWC7QQJMvygK0TzO,album,https://api.spotify.com/v1/albums/2y9DFhTWC7QQJMvygK0TzO,Buy Dirt,MCA Nashville,2021-05-21,day,8,spotify:album:2y9DFhTWC7QQJMvygK0TzO
29,5dGWwsZ9iB2Xc3UKR0gif2,album,https://api.spotify.com/v1/albums/5dGWwsZ9iB2Xc3UKR0gif2,Justice,RBMG/Def Jam,2021-03-19,day,16,spotify:album:5dGWwsZ9iB2Xc3UKR0gif2
30,4FhLL3w8va9zoROuMWMKO0,single,https://api.spotify.com/v1/albums/4FhLL3w8va9zoROuMWMKO0,Lets Go Brandon,Triggered Music Ent,2021-10-12,day,1,spotify:album:4FhLL3w8va9zoROuMWMKO0
31,25TJxI6ZH6XjT8geRQAFz5,album,https://api.spotify.com/v1/albums/25TJxI6ZH6XjT8geRQAFz5,What You See Ain't Always What You Get (Deluxe Edition),River House Artists/Columbia Nashville,2020-10-23,day,23,spotify:album:25TJxI6ZH6XjT8geRQAFz5
32,0baOxHB5OWJF3EXKHHvskp,compilation,https://api.spotify.com/v1/albums/0baOxHB5OWJF3EXKHHvskp,NOW That's What I Call Music! Vol. 80,NOW 80,2021-10-29,day,21,spotify:album:0baOxHB5OWJF3EXKHHvskp
33,0sOeI7pbAmIc8aDFyvkBUW,album,https://api.spotify.com/v1/albums/0sOeI7pbAmIc8aDFyvkBUW,Starting Over,Mercury Nashville,2020-11-13,day,14,spotify:album:0sOeI7pbAmIc8aDFyvkBUW
34,58zetIrM1Kf5xf2utMJOJi,album,https://api.spotify.com/v1/albums/58zetIrM1Kf5xf2utMJOJi,Blue In The Sky,Broken Bow Records,2022-02-12,day,13,spotify:album:58zetIrM1Kf5xf2utMJOJi
35,7zhKZcqIJkkeqrswshd15r,album,https://api.spotify.com/v1/albums/7zhKZcqIJkkeqrswshd15r,Hey World,Curb Records,2020-11-20,day,15,spotify:album:7zhKZcqIJkkeqrswshd15r
36,7IKkHmEk4It4cRdOYanyvW,album,https://api.spotify.com/v1/albums/7IKkHmEk4It4cRdOYanyvW,Punk,300 Entertainment/Atl,2021-10-15,day,20,spotify:album:7IKkHmEk4It4cRdOYanyvW
37,16maAu5lqvFBSEEHyB5GzV,single,https://api.spotify.com/v1/albums/16maAu5lqvFBSEEHyB5GzV,Wild Side (feat. Cardi B),Keep Cool/RCA Records,2021-07-22,day,2,spotify:album:16maAu5lqvFBSEEHyB5GzV
38,0q6qOUfC4ikWtv62KCnoip,single,https://api.spotify.com/v1/albums/0q6qOUfC4ikWtv62KCnoip,Sharing Locations (feat. Lil Baby & Lil Durk),MMG/Atlantic,2021-08-27,day,1,spotify:album:0q6qOUfC4ikWtv62KCnoip
39,7GbE1XjMbpkSxGkmUr7Ck4,single,https://api.spotify.com/v1/albums/7GbE1XjMbpkSxGkmUr7Ck4,GYALIS,Capitol Records,2021-01-04,day,1,spotify:album:7GbE1XjMbpkSxGkmUr7Ck4
40,1yjrtwm2ru1qPGBPBUDE0x,album,https://api.spotify.com/v1/albums/1yjrtwm2ru1qPGBPBUDE0x,"Time, Tequila & Therapy",Arista Nashville,2021-10-08,day,13,spotify:album:1yjrtwm2ru1qPGBPBUDE0x
41,3r46DPIQeBQbjvjjV5mXGg,album,https://api.spotify.com/v1/albums/3r46DPIQeBQbjvjjV5mXGg,The Melodic Blue,Columbia,2021-09-10,day,16,spotify:album:3r46DPIQeBQbjvjjV5mXGg
42,4N8qhDeqx8AHoEhMnYEC2Y,single,https://api.spotify.com/v1/albums/4N8qhDeqx8AHoEhMnYEC2Y,Have Mercy,Parkwood Entertainment/Columbia,2021-09-10,day,1,spotify:album:4N8qhDeqx8AHoEhMnYEC2Y
43,3HAqDprp8YxHEguHkCcfOC,album,https://api.spotify.com/v1/albums/3HAqDprp8YxHEguHkCcfOC,The Comeback,Home Grown Music/Warner Music Nashville,2021-10-15,day,15,spotify:album:3HAqDprp8YxHEguHkCcfOC
44,3ajAv3GaQivcQyU5JuE8eY,album,https://api.spotify.com/v1/albums/3ajAv3GaQivcQyU5JuE8eY,Backslider,Wheelhouse Records,2021-10-29,day,15,spotify:album:3ajAv3GaQivcQyU5JuE8eY
45,5CnpZV3q5BcESefcB3WJmz,album,https://api.spotify.com/v1/albums/5CnpZV3q5BcESefcB3WJmz,Donda,Rock The World/IDJ/Kanye LP7,2021-08-29,day,27,spotify:album:5CnpZV3q5BcESefcB3WJmz
46,7AwrgenNcTAJlJF3pKL0Qr,album,https://api.spotify.com/v1/albums/7AwrgenNcTAJlJF3pKL0Qr,No Love Lost (Deluxe),Red Bull Records Inc. / Evgle LLC,2020-12-04,day,14,spotify:album:7AwrgenNcTAJlJF3pKL0Qr
47,2VUhkRrg5dEJIGewOBOc7J,album,https://api.spotify.com/v1/albums/2VUhkRrg5dEJIGewOBOc7J,Moon Boy,Moon Boy University / EMPIRE,2021-07-23,day,15,spotify:album:2VUhkRrg5dEJIGewOBOc7J
48,0t7ccDIa3CbqzFrL9rOpaw,album,https://api.spotify.com/v1/albums/0t7ccDIa3CbqzFrL9rOpaw,Here And Now,Blue Chair Records/Warner Music Nashville,2020-05-01,day,12,spotify:album:0t7ccDIa3CbqzFrL9rOpaw
49,0jpQZkMeWh9yysxyTSCywk,single,https://api.spotify.com/v1/albums/0jpQZkMeWh9yysxyTSCywk,Memory,RCA Records Label Nashville,2021-07-09,day,1,spotify:album:0jpQZkMeWh9yysxyTSCywk
50,00rNMpiSdqmVWMmQsahNTo,album,https://api.spotify.com/v1/albums/00rNMpiSdqmVWMmQsahNTo,Bet You're from a Small Town,River House Artists/Columbia Nashville,2021-09-17,day,15,spotify:album:00rNMpiSdqmVWMmQsahNTo
51,5x8HOMCMbODsMSJtMtNXF7,single,https://api.spotify.com/v1/albums/5x8HOMCMbODsMSJtMtNXF7,Not In The Mood (feat. Fivio Foreign & Kay Flock),Columbia,2021-10-22,day,1,spotify:album:5x8HOMCMbODsMSJtMtNXF7
52,70m1QwzUoogjk2DDq1hA3b,single,https://api.spotify.com/v1/albums/70m1QwzUoogjk2DDq1hA3b,Pissed Me Off,Alamo,2021-10-15,day,1,spotify:album:70m1QwzUoogjk2DDq1hA3b
53,6JlCkqkqobGirPsaleJpFr,album,https://api.spotify.com/v1/albums/6JlCkqkqobGirPsaleJpFr,Dangerous: The Double Album,Big Loud / Republic,2021-01-08,day,30,spotify:album:6JlCkqkqobGirPsaleJpFr
54,3og8X1LYiVq3nPdMxpM9Wb,album,https://api.spotify.com/v1/albums/3og8X1LYiVq3nPdMxpM9Wb,Human The Double Album,CoJo Music/Warner Music Nashville,2021-10-08,day,18,spotify:album:3og8X1LYiVq3nPdMxpM9Wb
55,7fJJK56U9fHixgO0HQkhtI,album,https://api.spotify.com/v1/albums/7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,Warner Records,2020-03-27,day,11,spotify:album:7fJJK56U9fHixgO0HQkhtI
56,08lBvRZr4DpqiOYe4r2JAn,single,https://api.spotify.com/v1/albums/08lBvRZr4DpqiOYe4r2JAn,Whiskey And Rain,Warner Music Nashville,2020-09-25,day,1,spotify:album:08lBvRZr4DpqiOYe4r2JAn
57,3VCaKLIlIDrfKvurZcTmBl,single,https://api.spotify.com/v1/albums/3VCaKLIlIDrfKvurZcTmBl,One Mississippi,RCA Records Label Nashville,2021-08-20,day,1,spotify:album:3VCaKLIlIDrfKvurZcTmBl
58,527JxbrqUTevhf0mgQlMWB,album,https://api.spotify.com/v1/albums/527JxbrqUTevhf0mgQlMWB,A Gangsta’s Pain: Reloaded,CMG/N-Less/Interscope Records,2021-10-22,day,29,spotify:album:527JxbrqUTevhf0mgQlMWB
59,7C8Wi2KmO6MqPYZqNuhZ1W,album,https://api.spotify.com/v1/albums/7C8Wi2KmO6MqPYZqNuhZ1W,Corta Venas,DEL Records,2020-12-18,day,24,spotify:album:7C8Wi2KmO6MqPYZqNuhZ1W
60,02uWB8Kekadkl3yGBoOOcx,album,https://api.spotify.com/v1/albums/02uWB8Kekadkl3yGBoOOcx,DS4EVER,300 Entertainment,2022-01-13,day,20,spotify:album:02uWB8Kekadkl3yGBoOOcx
61,4DmITPOATTsiWEWtJrPqkk,album,https://api.spotify.com/v1/albums/4DmITPOATTsiWEWtJrPqkk,Alma Vacía,"Manzana Records, Inc.",2021-08-20,day,7,spotify:album:4DmITPOATTsiWEWtJrPqkk
62,23zzZlUiABIg4ftZbJ7peK,single,https://api.spotify.com/v1/albums/23zzZlUiABIg4ftZbJ7peK,Volví,Rimas Entertainment LLC,2021-08-03,day,1,spotify:album:23zzZlUiABIg4ftZbJ7peK
63,2ny0Q7DWoI2GH1TlQTuBdD,album,https://api.spotify.com/v1/albums/2ny0Q7DWoI2GH1TlQTuBdD,Heartache Medication,Capitol Records Nashville,2019-09-27,day,14,spotify:album:2ny0Q7DWoI2GH1TlQTuBdD
64,7swo0lVREzeFmLpCTKAkzs,single,https://api.spotify.com/v1/albums/7swo0lVREzeFmLpCTKAkzs,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],Epic,2021-07-09,day,1,spotify:album:7swo0lVREzeFmLpCTKAkzs
65,38nZLvJx8A9p4YYpTG5iFP,album,https://api.spotify.com/v1/albums/38nZLvJx8A9p4YYpTG5iFP,Still Sleep?,Winners Circle/RCA Records,2021-06-02,day,14,spotify:album:38nZLvJx8A9p4YYpTG5iFP
66,4zJiUubJvgUJNq0BVD9Mvs,album,https://api.spotify.com/v1/albums/4zJiUubJvgUJNq0BVD9Mvs,Free Dem Boyz,NEW CMG 42 Dugg P&D,2021-05-21,day,19,spotify:album:4zJiUubJvgUJNq0BVD9Mvs
67,63csfi2IBLJh9kozmsThfd,album,https://api.spotify.com/v1/albums/63csfi2IBLJh9kozmsThfd,Dreams 2 Reality,Columbia,2022-10-28,day,14,spotify:album:63csfi2IBLJh9kozmsThfd
68,2DXRWlFTI8l2YvBD4iFUK8,single,https://api.spotify.com/v1/albums/2DXRWlFTI8l2YvBD4iFUK8,Poke It Out (feat. J. Cole),MMG/Warner Records,2021-09-30,day,1,spotify:album:2DXRWlFTI8l2YvBD4iFUK8
69,4589OIFRZp41qbsp7TWFCx,single,https://api.spotify.com/v1/albums/4589OIFRZp41qbsp7TWFCx,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Neon16,2021-10-05,day,1,spotify:album:4589OIFRZp41qbsp7TWFCx
70,7wftPNQFSMYlpxzNMPHo1h,album,https://api.spotify.com/v1/albums/7wftPNQFSMYlpxzNMPHo1h,Bettie James,Stoney Creek Records,2020-07-10,day,7,spotify:album:7wftPNQFSMYlpxzNMPHo1h
71,64LkgCfNbLqjclQYCTid8L,album,https://api.spotify.com/v1/albums/64LkgCfNbLqjclQYCTid8L,Give Or Take,Epic,2022-06-24,day,15,spotify:album:64LkgCfNbLqjclQYCTid8L
72,7gEGuvkVs79hY4tG7OYnzx,single,https://api.spotify.com/v1/albums/7gEGuvkVs79hY4tG7OYnzx,Thot Shit,300 Entertainment,2021-06-11,day,1,spotify:album:7gEGuvkVs79hY4tG7OYnzx
73,1GMVHbMadbjNGFoOYXwnLb,album,https://api.spotify.com/v1/albums/1GMVHbMadbjNGFoOYXwnLb,What A Song Can Do (Chapter One),BMLG Records,2021-06-25,day,7,spotify:album:1GMVHbMadbjNGFoOYXwnLb
74,58MbYehGOl5NAOdfWY5aHa,single,https://api.spotify.com/v1/albums/58MbYehGOl5NAOdfWY5aHa,Big Energy,Streamcut/RCA Records,2021-09-24,day,1,spotify:album:58MbYehGOl5NAOdfWY5aHa
75,11sr6VmBTa9Tkzwte11LDZ,album,https://api.spotify.com/v1/albums/11sr6VmBTa9Tkzwte11LDZ,kelsea,Black River Entertainment,2020-03-20,day,13,spotify:album:11sr6VmBTa9Tkzwte11LDZ
76,66OYt73mqan1hWa78BhfPd,single,https://api.spotify.com/v1/albums/66OYt73mqan1hWa78BhfPd,LALISA,YG Entertainment/Interscope Records,2021-09-10,day,2,spotify:album:66OYt73mqan1hWa78BhfPd
77,3olWRKG2KFhJoWsSRpCpja,single,https://api.spotify.com/v1/albums/3olWRKG2KFhJoWsSRpCpja,Who's In Your Head,Republic Records,2021-09-17,day,1,spotify:album:3olWRKG2KFhJoWsSRpCpja
78,4kFbZ2kjG26kkUifzKfy7L,album,https://api.spotify.com/v1/albums/4kFbZ2kjG26kkUifzKfy7L,Welcome To The Block Party (Deluxe),UMGN InDent Records,2023-02-10,day,16,spotify:album:4kFbZ2kjG26kkUifzKfy7L
79,6uiblZVOgKdhYp96cSCtqu,album,https://api.spotify.com/v1/albums/6uiblZVOgKdhYp96cSCtqu,Gold Chain Cowboy,MCA Nashville,2021-07-30,day,10,spotify:album:6uiblZVOgKdhYp96cSCtqu
80,5vP0fNictdWyU48o83Q7ob,album,https://api.spotify.com/v1/albums/5vP0fNictdWyU48o83Q7ob,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Atlantic Records,2021-05-28,day,21,spotify:album:5vP0fNictdWyU48o83Q7ob
81,4IwODpNZKFYkHWXSeWMGmP,album,https://api.spotify.com/v1/albums/4IwODpNZKFYkHWXSeWMGmP,Back of My Mind,MBK Entertainment/RCA Records,2021-06-18,day,21,spotify:album:4IwODpNZKFYkHWXSeWMGmP
82,4ssppGN0Qy4OeJTUDr1Etd,album,https://api.spotify.com/v1/albums/4ssppGN0Qy4OeJTUDr1Etd,"Sincerely, Kentrell","Never Broke Again, LLC",2021-10-05,day,23,spotify:album:4ssppGN0Qy4OeJTUDr1Etd
83,66JuK41D3LpkbX3HCTGcQk,single,https://api.spotify.com/v1/albums/66JuK41D3LpkbX3HCTGcQk,Leave Before You Love Me,Republic Records,2021-05-21,day,1,spotify:album:66JuK41D3LpkbX3HCTGcQk
84,4lPqFAvgmG97pxyxQsyCQx,album,https://api.spotify.com/v1/albums/4lPqFAvgmG97pxyxQsyCQx,Still Over It,LVRN/Interscope Records,2021-11-05,day,20,spotify:album:4lPqFAvgmG97pxyxQsyCQx
85,1eVrpJbHRLBbioB9sb5b94,album,https://api.spotify.com/v1/albums/1eVrpJbHRLBbioB9sb5b94,LIVE LIFE FAST,Atlantic Records,2021-12-17,day,18,spotify:album:1eVrpJbHRLBbioB9sb5b94
86,6VSOIs13DaSG2IPilNviX5,single,https://api.spotify.com/v1/albums/6VSOIs13DaSG2IPilNviX5,Yonaguni,Rimas Entertainment LLC,2021-06-04,day,1,spotify:album:6VSOIs13DaSG2IPilNviX5
87,06mXfvDsRZNfnsGZvX2zpb,album,https://api.spotify.com/v1/albums/06mXfvDsRZNfnsGZvX2zpb,Music Of The Spheres,Parlophone UK,2021-10-15,day,12,spotify:album:06mXfvDsRZNfnsGZvX2zpb
88,0R9QjGSDl6EX4yWu3Rr1eU,album,https://api.spotify.com/v1/albums/0R9QjGSDl6EX4yWu3Rr1eU,Same Truck,Triple Tigers,2021-09-17,day,12,spotify:album:0R9QjGSDl6EX4yWu3Rr1eU
89,2MlT9dGKoGH2hsfcz7UUXL,album,https://api.spotify.com/v1/albums/2MlT9dGKoGH2hsfcz7UUXL,Faith,Victor Victor Worldwide,2021-07-16,day,20,spotify:album:2MlT9dGKoGH2hsfcz7UUXL
90,2WmJ5wp5wKBlIJE6FDAIBJ,album,https://api.spotify.com/v1/albums/2WmJ5wp5wKBlIJE6FDAIBJ,Life of a DON,Cactus Jack / Atlantic,2021-10-08,day,16,spotify:album:2WmJ5wp5wKBlIJE6FDAIBJ
91,3zjKITMp5FHj5aqtWWXrxH,single,https://api.spotify.com/v1/albums/3zjKITMp5FHj5aqtWWXrxH,Todo De Ti,Sony Music Latin/Duars Entertainment,2021-05-20,day,1,spotify:album:3zjKITMp5FHj5aqtWWXrxH
92,5H6lxubLtZamdoXEmVmcbz,single,https://api.spotify.com/v1/albums/5H6lxubLtZamdoXEmVmcbz,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),Broken Bow Records,2020-11-30,day,1,spotify:album:5H6lxubLtZamdoXEmVmcbz
93,1VKFaHoIvkZTzsSRad2jDZ,single,https://api.spotify.com/v1/albums/1VKFaHoIvkZTzsSRad2jDZ,Your Heart,Twenty Nine Music Group,2021-09-24,day,1,spotify:album:1VKFaHoIvkZTzsSRad2jDZ
94,4nProAxFavzKkbaRQ2Otyk,single,https://api.spotify.com/v1/albums/4nProAxFavzKkbaRQ2Otyk,Summer Of Love,Shawn Mendes LP4-5 PS/ Island,2021-08-20,day,1,spotify:album:4nProAxFavzKkbaRQ2Otyk
95,1Trg5OuUpkNFLF21HdbOg6,album,https://api.spotify.com/v1/albums/1Trg5OuUpkNFLF21HdbOg6,Born Here Live Here Die Here (Deluxe Edition),Capitol Records Nashville,2021-04-09,day,16,spotify:album:1Trg5OuUpkNFLF21HdbOg6
96,3cLQ49Ll3nGRkw3HSSk92K,album,https://api.spotify.com/v1/albums/3cLQ49Ll3nGRkw3HSSk92K,Expensive Pain,MMG/Atlantic,2021-10-01,day,18,spotify:album:3cLQ49Ll3nGRkw3HSSk92K
97,6F6ZYE96lTFgzWotepEDhZ,single,https://api.spotify.com/v1/albums/6F6ZYE96lTFgzWotepEDhZ,Drunk (And I Don't Wanna Go Home),RCA Records Label,2021-02-26,day,1,spotify:album:6F6ZYE96lTFgzWotepEDhZ
98,6al2VdKbb6FIz9d7lU7WRB,album,https://api.spotify.com/v1/albums/6al2VdKbb6FIz9d7lU7WRB,Proof,BIGHIT MUSIC,2022-06-10,day,35,spotify:album:6al2VdKbb6FIz9d7lU7WRB
99,2ZaFqYD9a3U6qJhyS2LDRf,single,https://api.spotify.com/v1/albums/2ZaFqYD9a3U6qJhyS2LDRf,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",Shady Records/Interscope Records,2021-09-30,day,1,spotify:album:2ZaFqYD9a3U6qJhyS2LDRf
100,5052Ip89wdW8EGdpjEpNeq,album,https://api.spotify.com/v1/albums/5052Ip89wdW8EGdpjEpNeq,Formula of Love: O+T=<3,Republic Records - TWICE,2021-11-12,day,16,spotify:album:5052Ip89wdW8EGdpjEpNeq
101,2gDny6NDG26azxuTbtNxgq,album,https://api.spotify.com/v1/albums/2gDny6NDG26azxuTbtNxgq,Trust Fund Babies,Republic Records,2021-10-01,day,10,spotify:album:2gDny6NDG26azxuTbtNxgq
102,5Eme549naZgXQ7NdGelywf,compilation,https://api.spotify.com/v1/albums/5Eme549naZgXQ7NdGelywf,Relaxing Rhythms,Warner Music Group - X5 Music Group,2023-06-23,day,26,spotify:album:5Eme549naZgXQ7NdGelywf
103,3I0SEplNpqsPfnLVZsNPif,album,https://api.spotify.com/v1/albums/3I0SEplNpqsPfnLVZsNPif,Sayin' What I'm Thinkin',Broken Bow Records,2021-02-19,day,12,spotify:album:3I0SEplNpqsPfnLVZsNPif
104,7jMo8dhMIorHoLlzTisjJy,single,https://api.spotify.com/v1/albums/7jMo8dhMIorHoLlzTisjJy,Rumors (feat. Cardi B),Nice Life/Atlantic,2021-08-13,day,1,spotify:album:7jMo8dhMIorHoLlzTisjJy
105,5hxKw2PurC0i1VVJMAntDU,single,https://api.spotify.com/v1/albums/5hxKw2PurC0i1VVJMAntDU,Wildest Dreams (Taylor's Version),Taylor Swift,2021-09-17,day,1,spotify:album:5hxKw2PurC0i1VVJMAntDU
106,7BISGeB7QwhqRIadxuLHfG,single,https://api.spotify.com/v1/albums/7BISGeB7QwhqRIadxuLHfG,Arcade,"Universal Music, a division of Universal International Music BV",2019-03-07,day,1,spotify:album:7BISGeB7QwhqRIadxuLHfG
107,6PwnWA19E1JThqWMdRrj6l,single,https://api.spotify.com/v1/albums/6PwnWA19E1JThqWMdRrj6l,Lonely (with Lil Wayne),South Coast Music / Interscope PS,2021-09-09,day,1,spotify:album:6PwnWA19E1JThqWMdRrj6l
108,30jNiJYIOY3ok6LzaO0Wv0,single,https://api.spotify.com/v1/albums/30jNiJYIOY3ok6LzaO0Wv0,SUN GOES DOWN,Columbia,2021-05-21,day,1,spotify:album:30jNiJYIOY3ok6LzaO0Wv0
109,249UdEQhAEqW18LsMNelff,compilation,https://api.spotify.com/v1/albums/249UdEQhAEqW18LsMNelff,"Come on Barby, let's go party!",UME - Global Clearing House,2023-06-30,day,26,spotify:album:249UdEQhAEqW18LsMNelff
110,3W2BTPUHJX51hweWPNRenv,album,https://api.spotify.com/v1/albums/3W2BTPUHJX51hweWPNRenv,Country Again (Side A),The Valory Music Co.,2021-04-30,day,11,spotify:album:3W2BTPUHJX51hweWPNRenv
111,5kE2OAuUYGBqqzscqgBXXf,album,https://api.spotify.com/v1/albums/5kE2OAuUYGBqqzscqgBXXf,KHALED KHALED,Epic/We The Best,2021-04-30,day,14,spotify:album:5kE2OAuUYGBqqzscqgBXXf
