Id,Name,Followers,Popularity
7l0sphz32GV0AjjEhECpVg,Caleb and Kelsey,208087,53
2GtBFxIWM3H6wRI2uzZvyt,Alexis Roberts,1602,52
6RTbXTYbxbg4hHHwu12xdw,La Alianza Norteña,138688,48
3UpIbyXfGzmHG6TMH4dJEk,Aimee Mann,227531,50
2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,1257933,53
4q3ewBCX7sLwd24euuV69X,Bad Bunny,69539458,97
5f7VJjfbwm532GiveGC0ZK,Lil Baby,14200199,89
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,4347945,89
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,1461392,83
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,11108745,84
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,19577715,87
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,3887463,83
6vWDO969PvNqNYHIOW5v0m,Beyoncé,34649506,87
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,72095918,89
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,80925029,88
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,9331999,83
0du5cEVh5yTK9QJze8zA0C,Bruno Mars,48342412,88
3Nrfpe0tUJi4K4DXYWgMUX,BTS,65197729,90
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,7424037,82
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,25392742,84
5SXuuuRpukkTvsLuUknva1,Baby Keem,1490126,79
1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,1759396,80
2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,6980059,79
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,37250953,87
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,8239549,77
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,10029586,79
3win9vGIxFfBRag9S63wwf,Bailey Zimmerman,497426,76
4kYSro6naA4h99UJvo89HB,Cardi B,21547784,80
0c173mlxpT3dSFRgMO8XPh,Big Sean,10817233,77
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,4869646,75
6yJCxee7QumYr820xdIsjo,Zac Brown Band,3553522,73
6FBDaR13swtiWwGhX1WQsP,blink-182,7588872,78
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,6984423,78
2cFrymmkijnjDg9SS92EPM,blackbear,4859922,77
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,8892707,78
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,5157016,77
6Sbl0NT50roqWvy746MfVf,Gabito Ballesteros,222327,80
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini,1039610,73
4obzFoKoKRHIphyHzJ35G3,Becky G,13416153,81
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,41205596,86
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,8220841,82
26dSoYclwsYLMAKD3tpOr4,Britney Spears,12315073,80
5v2WhpA59TJSdPh7LCx1lN,BONES,1302379,75
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,2046328,75
2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,11538421,79
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,3032799,74
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,4333588,71
5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2044695,71
2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,17267034,79
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,7070017,71
0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,2635776,71
0sKsReKseslDlhxmbN6wLk,BabyTron,275619,69
12zbUHbPHL5DGuJtiUfsip,Julien Baker,364359,72
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,7459286,81
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,3419034,75
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,3019146,70
1hLiboQ98IQWhpKeP9vRFw,boygenius,326804,72
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,4830696,78
03r4iKL2g2442PT9n2UKsx,Beastie Boys,2516466,71
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,9452671,77
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,4116403,72
1Cd373x8qzC7SNUg5IToqp,BoyWithUke,3361833,75
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,4336091,76
56ZTgzPBDge0OvCGgMO3OY,Beach House,1857800,73
3Ri4H12KFyu98LMjSoij5V,Bad Omens,686907,72
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,116904,67
716NhGYqD1jl2wI1Qkgq36,Bizarrap,10768030,84
3UUJfRbrA2nTbcg4i0MOwu,Original Broadway Cast of Hamilton,421646,73
28AyklUmMECPwdfo8NEsV0,Jimmy Buffett,781164,68
5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,4003537,76
58lV9VcRSjABbAbfWS6skp,Bon Jovi,12242725,78
2Waw2sSbqvAwK8NwACNjVo,Bo Burnham,1729243,70
41X1TR6hrK8Q2ZCpp2EqCz,bbno$,1220791,72
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,5596077,76
5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert,2869239,67
3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,1532539,72
3wcj11K77LjEY1PkEazffa,Burna Boy,5598953,79
1LZEQNv7sE11VDY3SdxQeN,Bee Gees,6825545,77
165ZgPlLkK7bf5bDoFc6Sb,Limp Bizkit,5155331,75
4W12lEvVl5wectUtRNrvDh,White Noise Baby Sleep,29414,77
5ndkK3dpZLKtBklKjxNQwT,B.o.B,2101764,72
4qXC0i02bSFstECuXP2ZpL,Blxst,404655,70
16kOCiqZ1auY4sokSeZuKf,Los Bukis,3450418,74
6p2HnfM955TI1bX34dkLnI,The Backseat Lovers,466082,68
1By9QBFnjZAoI83BZppHlt,Billy Currington,2545432,67
7o2ZQYM7nTsaVdkXY38UAA,Em Beihold,341369,76
1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,1000222,68
2jSGzJw0ebJLu7OLVSOcBP,Plan B,3022847,78
26T4yOaOoFJvUvxR87Y9HO,Bethel Music,1563467,70
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5425451,72
0fiWOxhsBsQQvFDtxUQWo0,Brett Young,991036,68
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,5358277,74
6z7xFFHxYkE9t8bwIF0Bvg,Boosie Badazz,2206188,64
4ZfEELHfyKd4odAb6YfDFw,White Noise for Babies,6167,74
4exLIFE8sISLr28sqG1qNX,Travis Barker,419943,70
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,5177342,75
485uL27bPomh29R4JmQehQ,Bob Seger,2057627,68
5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,6966940,73
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,248936,67
5CiGnKThu5ctn9pBxv7DGa,benny blanco,1050012,72
2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band,1874670,66
1ThoqLcyIYvZn7iWbj8fsj,Bill Withers,1491920,72
15oLsNy8mZYaIukh4eDhXy,Baby Smoove,220974,65
7mnBLXK823vNxN3UWB7Gfz,The Black Keys,3867306,71
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,3537279,70
579LsvZcRVKtToYjS0tkKz,Big Scarr,329004,65
3zZ88AwlTwfCJkowsFCvLA,Babyface Ray,192355,65
3K2Srho6NCF3o9MswGR76H,Bakar,388291,70
3IJ21966TwNZI24MwZHMu4,Baby Tate,334784,69
1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,2417674,71
6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,2758645,67
0ChjBYedhZTQnWZWQYg15U,Bryan Martin,70251,66
1TA5sGRlKUJXBN4ZyJuDIX,Blessd,2097090,76
6AcOTCYBMvjKYy4zms0kaC,Banda El Recodo,3473481,72
48zEowASEXWsK6lgP1xotZ,Baby Sleeps,117,70
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,2262311,68
3Fl1V19tmjt57oBdxXKAjJ,Blueface,6074126,68
4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band,1473083,64
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,1136496,68
0VKh7CQDi9MkUvaBMoK1V0,Bronco,3125475,72
1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,2108033,67
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,1792136,69
74ASZWbe4lXaubB36ztrGX,Bob Dylan,6124785,71
1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,485546,65
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,3110999,77
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,8918807,77
13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,2623004,65
22wbnEMDvgVIAGdFeek6ET,Benson Boone,587044,72
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,2886908,75
70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,502735,66
1GKIlPFdcewHtpDVCQ8zmJ,Brray,253652,75
5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,2691996,67
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,5871935,72
1KP6TWI40m7p3QBTU6u2xo,BØRNS,1142983,68
7aA592KWirLsnfb5ulGWvU,Danny Brown,775249,67
7IfculRW2WXyzNQ8djX8WX,Erykah Badu,2653722,68
39NR3AUhpbbqKM33vWn2fp,Brothers Osborne,1152808,64
5K0rbdBrs2tNXe5LeWMATT,Bootsy Collins,372360,69
3KNIG74xSTc3dj0TRy7pGX,Yung Bleu,1340296,67
29kkCKKGXheHuoO829FxWK,Boston,2472200,66
3Z02hBLubJxuFJfhacLSDc,Bryan Adams,3132713,75
50JJSqHUf2RQ9xsHs0KMHg,Jon Bellion,1366431,66
3CygdxquGHurS7f9LjNLkv,Little Big Town,2691145,65
6veh5zbFpm31XsPdjBgPER,BIA,451745,69
3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne,855985,65
7lzordPuZEXxwt9aoVZYmG,Billy Idol,1669372,70
4nZmMrwH6LxHnCzQv4IFUE,BIG30,454152,62
2sG4zTOLvjKG1PSoOyf5Ej,Brandi Carlile,740712,66
3vbKDsSS70ZX9D2OcvbZmS,Beck,1434625,66
5Matrg5du62bXwer29cU5T,Benny The Butcher,322856,64
2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,4837912,71
7pwufEBGfggjoI8twqlsmQ,Nessa Barrett,1046197,69
08GfvCW09pv2QP4y9sle2a,Sam Barber,90504,65
7o96HO2zrujyATtVsqGhh3,Goth Babe,262302,63
6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,1459465,64
2IDLDx25HU1nQMKde4n61a,Rich Brian,2159453,68
44WCHvwXBOMz6nm7Mu2ReO,Grupo Bryndis,1980381,70
6hfwwpXqZPRC9CsKI7qtv1,Alina Baraz,1316818,66
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,3792092,76
6MDME20pz9RveH9rEXvrOM,Clean Bandit,5178958,74
2xvtxDNInKDV4AvGmjw6d1,Bladee,397156,66
5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,39399,66
2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,5720275,71
6uRJnvQ3f8whVnmeoecv5Z,Berliner Philharmoniker,189264,71
2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,1896893,66
7I3bkknknQkIiatWiupQgD,Beach Weather,370457,70
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,630679,75
6Iz3eq2aQGFf7TbGT2iahL,Gabby Barrett,268900,63
5n9bMYfz9qss2VOW89EVs2,Bomba Estéreo,1042879,73
00XhexlJEXQstHimpZN910,Brytiago,6259292,75
50NoVNy9GU1lCrDV8iGpyu,Ol' Dirty Bastard,939743,66
4tpUmLEVLCGFr93o8hFFIB,Blondie,1266628,70
0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,752906,67
1ZN1c1qWEGZNX1pGeKCPpf,Billy Strings,295998,61
0EyZDKtc41e4A3a3v69MxD,Muscadine Bloodline,180957,61
1o2NpYGqHiCq7FoiYdyd1x,Bea Miller,3010601,67
1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,4166079,81
6vwjIs0tbIiseJMR3pqwiL,Beartooth,662167,63
1rHOtdmGNr5vcYNw5v7QGC,Kenny Beats,172961,65
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,1442267,61
4EzkuveR9pLvDVFNx6foYD,James Bay,3898174,71
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,1690663,70
7MyUjj79oHy7I8RocrtzZ2,Banda Machos,1607277,66
12PSlydMSjEHzSCj9X5qv7,Baby Bash,877266,61
0C86lmpnwiyLDUiyo4d0P1,BRELAND,83207,61
2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,82047,64
35sCXuy5gN6Or69rZ9vqBs,Birdman,1229553,61
6d4jrmreCmsenscuieJERc,The Band CAMINO,349777,62
196lKsA13K3keVXMDFK66q,The Avett Brothers,972300,61
0qpMYTgbXRi1ZcX6vend3T,Jack Black,80236,67
4H1DT9A2uoT7pTVRDSolnk,Brown Noise,2240,62
5ictveRyhWRs8Gt8Dvt1hS,The Front Bottoms,639036,63
5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,1229013,62
2eam0iDomRHGBypaDQLwWI,Bleachers,605053,63
6eKWqnckwdIlSnjaYgIyxv,Eli Young Band,795542,61
5bSfBBCxY8QAk4Pifveisz,La Arrolladora Banda El Limón De Rene Camacho,6056059,74
2IMZYfNi21MGqxopj9fWx8,Rels B,5168558,82
7BMccF0hQFBpP6417k1OtQ,Action Bronson,764595,63
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,4267587,74
7iETGaxJ4crz3qaljDPCKC,Brooke Ligertwood,56815,66
05oH07COxkXKIMt6mIPRee,Brandy,3266417,65
4jCbgl5Dmt3uOh8WRQfpPs,Bilal,275285,64
24XtlMhEMNdi822vi0MhY1,Taking Back Sunday,787126,61
6w60ExNMjs0gd4ioh7GMRI,BLP KOSHER,69157,61
53KwLdlmrlCelAZMaLVZqU,James Blake,1319955,66
77rBWNHXStkstapAO5w6rl,rainy bear,2352,64
6ca3AFdIIgaP4ZIW8J6zXu,Bluey,88844,62
7vtSUU3zpHeYJfX6BPNrJd,Briston Maroney,243337,61
2TSslwx9J30KElgEr68sdv,Los Alegres Del Barranco,725194,64
6UbmqUEgjLA6jAcXwbM1Z9,BIBI,934226,69
7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,2759065,67
0PxzGnCYBpSuaI49OR94cA,Big Wild,248341,61
6qGkLCMQkNGOJ079iEcC5k,Ben Platt,468319,63
4AapPt7H6bGH4i7chTulpI,Ben Rector,345059,60
4fpwOzxFRMVGfd197dKIdY,Boldy James,137355,62
00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,1418711,63
4bPiOPI4V99cepEftvBYak,Banda Los Recoditos,4281616,68
2cADQgiLMjNhbsfeN52Bf3,Swizz Beatz,386819,62
78SHxLdtysAXgywQ4vE0Oa,Bush,1732521,62
2lrtGWxNXWjd0JzDLKXubI,Berner,273048,61
43mhFhQ4JAknA7Ik1bOZuV,Pat Benatar,1551167,63
0GgyFUpOyzWDRDqx8FCTDN,Baby Rasta,1893858,71
2Ggj5XNlIb4Lnbqe307FyB,Lola Brooke,88211,60
6JQBjYzGitZexdaxngUCH7,Binaural Beats MT,4020,61
372IgXgnCt4wlfumrMTIOs,Big Boogie,148830,58
7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,800316,62
5uEeqYFuIChoWKy34jp8xE,Brando,23381,67
5QdyldG4Fl4TPiOIeMNpBZ,Big Thief,562620,63
7MhMgCo0Bl0Kukl93PZbYS,Blur,2898597,70
1iwUuIOKYjV7SKIg27v4zi,Real Boston Richey,67625,59
6BpvASijzSWj7gnZD4Dvf1,Priscilla Block,94504,59
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,1694128,62
5ujvZU2thXjZgFKPUt1rDt,Chayce Beckham,67423,61
2GB8NPGTvSHk3KwmxtVvaB,Katelyn Brown,3027,60
5jTtGLk1mGFMY5lQOvJYUj,bôa,329499,63
6O74knDqdv3XaWtkII7Xjp,Boyz II Men,2780100,66
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,1594394,65
2WX2uTcsvV5OnS0inACecP,Birdy,3727239,71
3n8GvDXY1OgG57akv31SHK,Yatta Bandz,92803,60
3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,755821,62
0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,1147148,67
5bHjVR4F2Tfq4Ha6x7K6wU,Rockabye Baby!,284465,62
6LEeAFiJF8OuPx747e1wxR,Blood Orange,772216,62
3Ay15wt0QChT4Kapsuw5Jt,Clint Black,938527,59
0eI3X5rAzHRZVe5FPk4MN1,Bad Wolves,624272,62
31z9f9AyPawiq0qlBO1M3i,Ryan Bingham,430493,59
4kqFrZkeqDfOIEqTWqbOOV,brakence,196775,60
0GWCNkPi54upO9WLlwjAHd,Big Time Rush,2643748,64
4vpDg7Y7fU982Ds30zawDA,The Band,1010057,60
0Yr4BBpK2dkCp2UsrJ9LZN,Bankrol Hayden,526265,62
5ND0mGcL9SKSjWIjPd0xIb,Bowling For Soup,1056384,61
4gHcu2JoaXJ0mV4aNPCd7N,Benny Sings,157689,64
3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,734496,62
3tYObOPkxDpra3sjNdCeKa,Big Moochie Grape,55294,60
0VSM8D7ibtXjJgukfVR0eZ,Jdot Breezy,87043,57
6aNjg7pL4fUyvEgdGczOAV,Joff Bush,715,60
2Xu7q46Hf02xOoEIm4E1Qs,Big Pun,1251720,62
1pWm8RcyiWZehSnb38i4fM,Young Slo-Be,72149,59
2P3cjUru4H3fhSXXNxE9kA,Blackstreet,720088,63
5krkohEVJYw0qoB5VWwxaC,The Black Crowes,695159,61
08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish,1027112,60
5dmU7FrmtbQaSzIvGsE4Jp,Pancho Barraza,2874379,66
30niqFGUKKUg1horQSgwBn,Blippi,79524,61
6O7MpKrY91vlCd4Osi6XKs,Black Veil Brides,1854005,62
6ykgQbKcZFy5qoKBU4YiWj,Dougie B,108523,60
293zczrfYafIItmnmM3coR,Chuck Berry,1801720,66
6eYFryfcEu3QSq59D62wZQ,Brendon Urie,103458,63
12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,723027,59
45a6gCQWq61lIUDmr1tKuO,Bun B,856788,58
5sD1ZLf2dGQ9gQ3YJl1eAd,Blind Melon,1113532,61
65dGLGjkw3UbddUg2GKQoZ,BADBADNOTGOOD,673218,63
7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,669882,65
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,227201,69
5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,879471,66
1YzCsTRb22dQkh9lghPIrp,Billie Holiday,1746900,64
6GI3CJjT2bOnMfprCpjT1d,Bootie Brown,5730,63
3yzRiNMZdTsSUgplcyYZ4i,Blanco Brown,142176,59
7gRhy3MIPHQo5CXYfWaw9I,Azealia Banks,991609,64
70ZTdbPEcEugBNay4MvxfL,Bread,1484043,65
60JjUCBeLsuJ95WFvqFiFz,Dante Bowe,171824,59
0YhUSm86okLWldQVwJkLlP,Bad Suns,465394,58
0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,812856,63
5j9R5dTGerKvdXopZnfJh9,Ramon Ayala Y Sus Bravos Del Norte,452088,64
5E9Xn7QuCD3VYCuBqLxBdY,Baby Lullaby Academy,8158,65
7MoIc5s9KXolCBH1fy9kkw,Japanese Breakfast,608830,60
3GjVVVcFmUgEJEAAsbGkf4,Trampled by Turtles,363670,58
59QxeZBL6k9L4oJBGSyukd,The Marshall Tucker Band,914136,58
7a0XAaPaK2aDSqa8p3QnC7,Beéle,514978,72
4yTmEo2clwWq2jwelvqgVv,Fredo Bang,667925,58
5fGjyURfvKXXCTcnCfU9Dl,Read Southall Band,105604,57
0dEvJpkqhrcn64d3oI8v79,Barenaked Ladies,728215,60
5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery,289528,58
4C50EbCS11M0VbGyH3OfLt,Bahamas,367210,60
7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band,201753,59
3tQx1LPXbsYjE9VwN1Peaa,Marc E. Bassy,412206,60
1HxXNvsraqrsgfmju1yKk8,Modern Baseball,381392,59
1Fmb52lZ6Jv7FMWXXTPO3K,Joan Jett & the Blackhearts,691124,64
18oYqNtcLUHrqO7LfX7qni,Nicholas Britell,85097,63
3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks,1289874,64
5tFRohaO5yEsuJxmMnlCO9,Barns Courtney,497377,63
2EJ5MRZCzpHSSNNEpTx9Kb,Josh Abbott Band,250386,57
3Fz2GbraVXhcpXnoi2Oe1r,Billy Squier,738602,58
630wzNP2OL7fl4Xl0GnMWq,BABYMETAL,1441985,65
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,427403,60
4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,2977409,79
6ohvzFHYmLd05kyYhLui5K,Brenton Wood,177525,57
4VdV2qRAYBLINR6uU72V1J,Joshua Bassett,959042,62
0FOWNUFHPnMy0vOw1siGqi,Belly,238406,61
2JSwnwAT1BupAQkhqcRCUw,Sada Baby,459392,57
5yCkSShz4MTqE4Lp6fVZMz,Barrett Wilbert Weed,65332,60
5AEG63ajney2BoDXi0Vb84,Bad Company,1001928,58
2L54fWLv9EgJu76ELlfV2J,Beto Quintanilla,884568,60
1GVenmuuAtusi17LY6FvgI,Skilla Baby,32675,56
4qWnlmXWuGv2TtuxtIWlJX,BANNERS,585568,66
0CKa42Jqrc9fSFbDjePaXP,Big K.R.I.T.,930854,58
7wbkl3zgDZEoZer357mVIw,boy pablo,1176256,64
0xxJO75NeIAF5jYruLYIDT,Tracy Byrd,746333,57
6fKiutMtRIcxi4zEau0BuI,Big Boss Vette,49345,57
168dgYui7ExaU612eooDF1,Brand New,694364,57
29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,730795,64
3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,898469,64
3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,2446137,68
0EodhzA6yW1bIdD5B4tcmJ,Bobby Darin,505815,61
3nnQpaTvKb5jCQabZefACI,Jeff Buckley,1039743,63
0yN7xI1blow9nYIK0R8nM7,Buckcherry,742375,57
3X458ddYA2YcVWuVIGGOYe,Toni Braxton,3750554,64
6q3p11nP1p80Ey6LrOOSed,Hit-Boy,69039,59
1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,965473,68
3BKu8LEdOvfIVWXZlmJAGI,Bryce Savage,132606,58
6PDLwWvgYNMfBRLqC1h5cJ,Buddy,226351,58
1l61CX1j6go8arTjPH9wy0,BlueBucksClan,75449,55
2SyMN1PdSuQpZgrYXrkai1,Bandmanrill,55551,57
2304Hcgi7OV6YL5Omhx6A4,BashfortheWorld,48458,55
0Raaw7kr1Vzat4ZvHzjsJR,I DONT KNOW HOW BUT THEY FOUND ME,975975,61
4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,638330,59
5Ayl2bJtN5mdCsxZoxs9n1,Collie Buddz,378849,61
0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,706853,65
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1383016,60
3zaDigUwjHvjOkSn0NDf9x,BNXN fka Buju,882205,68
7GaxyUddsPok8BuhxN6OUW,James Brown,2041357,63
4Ws2otunReOa6BbwxxpCt6,Benny Benassi,539196,66
7oEWmZ9dKlAVxTgmjUbYr4,J Boog,278440,58
7xeM7V59cA1X8GKyKKQV87,Sin Bandera,5547701,71
7352aRY2mqSxBZwzUb6LmA,Bow Wow,1324236,60
6CK4CBL0n07VdVZmfh40nm,Benjamin William Hastings,26415,59
0oBEeN6BCxEgMogzThqrPf,Big & Rich,1158916,58
0SD4eZCN4Kr0wQk56hCdh2,Bonnie Tyler,1736897,67
7KMqksf0UMdyA0UCf4R3ux,James Blunt,2797939,71
3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,965629,64
4HgF4KnohByNElYid7iCNb,Bobby V.,907367,58
3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,615280,56
0roRnStSzF1uet2JvSM6U3,Black Smurf,93015,56
5usbqiU7sjvszjWecANDL6,WESTSIDE BOOGIE,288006,58
0cmWgDlu9CwTgxPhf403hb,Bonobo,1323886,65
3FMcVBx2TMq2f5gEPcUieC,Josiah and the Bonnevilles,55564,58
1Ek3VdZ8EPmcvgRIqnHlrF,Björn Skifs,86999,61
0UpuH5U4nZ3UGGUJi0Zfbp,Blue Swede,93811,61
6Qm9stX6XO1a4c7BXQDDgc,Fruit Bats,161811,57
1bwUhKRmEkOZ1wuTnV9XjC,Beach Fossils,505392,59
0vWCyXMrrvMlCcepuOJaGI,BOYS LIKE GIRLS,1152137,60
6kXp61QMZFPcKMcRPqoiVj,Gin Blossoms,621560,57
5fJsY7afrbsyzJj9wdzJMh,"Tito ""El Bambino""",3627395,68
7hf5PZjVOqTQ2id3PF7I5Y,B-Lovee,128526,58
1TJbmc7jTpw78GKCiMpvDh,Blue October,437054,56
54R6Y0I7jGUCveDTtI21nb,Boney M.,1674512,70
2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,1188076,62
0OhiQFSqbnnmB52NWEpsO5,Mi Banda El Mexicano,663909,64
3yKoHgjtyenCOIRaD2Gghu,Cafe Music BGM channel,232436,68
03NN8FAKofZU6phsfHLKPw,Chris Brown,5576,58
56Qz2XwGj7FxnNKrfkWjnb,FAST BOY,10919,72
2Cm6C9PNHioyjRKBfO7n9N,Dylan Brady,60423,59
60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,232847,64
26cMerAxjx9GedFt0lMDjm,Bella Poarch,1053195,65
4V4Z3qMCwYofWHtip6ePF6,Bobby Caldwell,228392,62
6OjtkJDlAZzlzAydEn78cK,Bktherula,169556,56
3plJVWt88EqjvtuB4ZDRV3,Ben E. King,523160,65
2ifvIECHAlEgPMBuBOJ0lG,Bear McCreary,147856,62
109FvbnDVNag1UcJDVpFlr,Brian Tyler,154948,62
3pcerTbRFAPvWWtAfySFWB,Bino Rideaux,75608,56
7w29UYBi0qsHi5RTcv3lmA,Björk,1814418,62
3gdbcIdNypBsYNu3iiCjtN,The B-52's,955804,60
5schNIzWdI9gJ1QRK8SBnc,Ben Howard,1986891,66
62sPt3fswraiEPnKQpAbdE,Bobby Brown,1078830,57
2wWBoQpcybsDVpouFubTqZ,Kris Bowers,23648,63
6T2pk5T8c4Wi61x1v84sUa,The Laurie Berkner Band,63546,55
75FnCoo4FBxH5K1Rrx0k5A,The Band Perry,1582864,57
3brvz8iY9RVIbbM8KDb3hH,Hadestown Original Broadway Company,22191,57
6clbbhnIqpHnqxwtOWcilg,Little River Band,1089755,58
1oPRcJUkloHaRLYx0olBLJ,Magdalena Bay,158928,58
7DCv5iEOfzc6EEe4GbFcOM,White Noise Babies,4136,62
5q4AzEtCoYJyXjMMoEkSU5,Bachman-Turner Overdrive,915983,59
2jFZlvIea42ZvcCw4OeEdA,Count Basie,328944,61
7KeN0XX71T4fGysIYLB5J5,Destroy Boys,334528,58
